日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,33-31-33,15-16-12,33-34-38,15-12-15,46-45-45,20-14-16,44-43-46,18-14-13,43-46-44,13-15-14,43-41-41,17-15-11
2,45-48-42,20-15-11,45-41-45,20-11-16,44-46-46,18-11-13,42-42-43,13-13-14,43-43-41,17-14-11,43-42-42,17-16-12
3,44-49-41,18-14-20,44-42-46,18-20-13,42-43-43,13-12-14,43-41-44,17-12-11,43-44-42,17-13-12,50-49-49,19-13-19
4,42-48-50,13-13-19,42-49-43,13-19-14,43-44-44,17-19-11,43-50-41,17-11-12,49-41-49,19-12-19,44-50-50,18-14-20
5,43-47-49,11-11-18,43-50-44,11-18-18,43-41-41,17-20-12,43-49-42,19-20-19,44-42-50,18-11-20,42-47-47,16-11-17
6,41-46-47,18-12-17,41-47-48,18-17-17,44-42-44,16-17-16,49-48-49,18-19-20,42-49-47,16-20-17,47-48-48,17-12-18
7,44-45-48,16-19-16,44-48-47,15-16-16,42-49-46,20-18-15,50-47-45,16-18-17,47-50-48,17-19-18,55-55-52,25-29-22
8,42-44-45,20-20-15,42-45-46,20-15-15,50-50-45,15-15-14,41-46-44,15-18-13,55-57-52,25-28-22,52-56-51,28-30-21
9,50-43-46,15-17-14,50-46-45,15-14-14,41-47-44,15-16-13,41-45-43,25-25-22,52-58-51,28-27-21,60-53-60,26-27-30
10,41-42-43,15-18-13,41-43-44,15-13-13,41-48-43,25-23-22,55-54-52,28-26-21,60-55-60,26-26-30,54-54-59,24-30-29
11,41-41-44,25-25-22,41-44-43,25-22-22,55-55-52,28-24-21,52-53-51,26-23-30,54-56-59,24-25-29,59-51-58,25-25-28
12,55-60-51,28-26-21,55-51-52,28-21-21,52-56-51,26-21-30,60-52-60,24-24-29,59-53-58,25-24-28,59-52-57,25-26-27
13,52-59-52,26-21-30,52-52-51,26-30-30,60-53-60,24-22-29,54-51-59,25-21-28,59-54-57,25-23-27,59-59-56,29-23-26
14,60-58-59,30-22-29,60-59-60,30-29-29,56-56-59,25-29-28,59-60-58,25-22-27,59-51-56,29-22-26,52-60-55,26-24-25
15,56-57-60,25-29-26,56-60-59,25-26-26,59-53-58,25-30-27,59-59-57,29-29-26,52-52-55,26-21-25,60-53-54,24-21-24
16,59-57-57,23-30-25,59-57-56,23-25-25,57-54-55,27-27-24,53-58-56,26-24-25,60-59-54,24-30-24,54-54-53,30-22-23
17,57-53-57,27-27-24,57-57-55,27-24-24,53-51-54,25-29-23,52-55-53,24-21-24,54-60-53,30-29-23,09-01-10,33-39-40
18,53-52-56,25-28-30,53-56-54,25-30-30,51-52-53,22-28-22,56-54-52,30-22-21,09-07-10,33-34-40,07-02-09,31-39-39
19,51-59-55,27-25-27,51-55-60,28-27-27,57-59-57,30-27-28,54-53-51,36-39-40,07-07-09,31-33-39,01-09-08,37-38-38
20,57-58-54,26-24-28,57-54-57,26-28-28,54-60-58,36-36-35,10-06-05,31-40-39,01-06-08,37-32-38,09-10-04,35-37-34
21,52-57-53,36-31-35,52-53-58,36-35-35,10-03-05,35-35-36,05-05-06,37-37-33,09-05-04,35-34-34,01-07-01,31-36-31
22,10-06-02,36-32-36,10-02-05,35-36-36,05-04-06,35-34-33,09-04-03,35-38-34,01-04-01,32-31-31,10-06-02,36-35-32
23,05-05-01,35-39-33,05-01-06,35-33-33,09-01-03,35-33-34,09-03-04,31-33-31,10-03-02,36-32-32,10-03-09,34-34-39
24,09-04-10,35-40-34,09-10-03,35-34-34,09-02-04,31-32-31,01-02-01,36-34-32,10-02-09,34-39-39,09-04-10,39-33-40
25,09-03-09,31-37-31,09-09-04,32-31-31,01-09-01,36-31-32,10-01-02,34-31-39,09-01-10,39-40-40,09-01-07,33-32-37
26,01-02-08,36-38-32,01-08-01,36-32-32,10-10-02,34-38-39,10-10-09,39-32-40,09-10-07,33-37-37,09-02-08,33-31-38
27,10-01-07,34-35-39,10-07-02,34-39-39,08-07-09,39-37-40,09-09-10,33-39-37,09-09-08,33-38-38,15-19-15,45-50-45
28,08-10-06,39-36-40,08-06-09,39-40-40,09-08-10,33-36-37,09-08-07,33-40-38,15-18-15,46-45-45,20-20-16,44-49-46
29,09-09-05,33-33-37,09-05-10,33-37-37,09-05-07,33-35-38,09-07-08,45-47-45,20-17-16,44-46-46,18-17-13,42-48-43
30,09-08-04,,09-04-07,33-38-38,09-06-08,45-44-45,15-16-15,44-48-46,18-16-13,42-43-43,13-18-14,43-47-44
31,09-07-03,,09-03-08,,15-13-15,,20-15-16,42-45-43,,43-444-44,,43-46-41
