日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,51-54-57,25-29-28,51-58-59,25-26-28,51-59-58,25-28-27,51-57-57,27-28-26,52-60-55,26-29-25,10-05-04,34-39-34
2,51-53-58,27-28-25,51-55-58,25-25-27,51-60-57,27-25-26,57-56-56,26-27-25,10-07-04,34-38-34,05-06-03,35-40-33
3,57-52-55,26-27-26,51-56-57,27-24-26,57-57-56,26-26-25,52-55-55,34-36-34,05-08-03,35-37-33,09-03-02,35-37-32
4,52-51-56,33-35-33,57-53-56,26-23-25,52-58-55,34-33-34,10-04-04,35-35-33,09-05-02,35-36-32,09-04-01,35-38-31
5,10-10-03,33-36-34,52-54-57,33-32-33,10-05-04,35-34-33,05-03-03,35-34-32,09-06-01,35-35-31,01-01-10,31-35-40
6,09-09-06,33-33-31,09-01-03,33-31-34,09-06-04,33-31-31,09-02-02,35-33-31,01-03-10,31-34-40,10-02-09,36-36-39
7,03-08-03,36-34-32,09-02-04,33-40-31,03-03-01,36-32-32,10-01-02,31-32-40,10-04-09,36-33-39,08-09-08,33-33-37
8,10-07-04,34-31-39,03-09-01,36-39-32,10-04-02,34-39-39,08-10-09,32-32-40,07-01-07,34-32-38,07-10-08,33-34-38
9,08-06-01,32-32-40,10-10-02,34-38-39,08-01-09,32-40-40,02-09-10,33-39-37,07-02-08,33-31-38,07-07-05,37-31-35
10,02-05-02,33-39-37,08-07-09,32-37-40,02-02-10,33-37-37,07-08-07,33-40-38,07-09-05,37-40-35,10-08-06,34-32-36
11,07-04-09,33-40-38,02-08-10,33-36-37,07-09-07,33-38-38,07-07-08,37-37-35,10-10-06,34-39-36,18-15-13,42-49-43
12,07-03-10,36-35-35,07-05-07,33-35-38,07-10-08,37-35-35,07-06-05,34-38-36,18-17-13,42-48-43,16-16-14,46-50-44
13,07-02-07,34-36-36,07-06-08,35-34-35,07-07-05,34-36-36,10-05-06,42-45-43,16-18-14,46-47-44,17-13-11,41-47-41
14,10-01-10,50-43-43,01-03-05,34-33-36,10-10-06,42-43-43,18-14-13,46-46-44,17-15-11,41-46-41,17-14-12,41-48-42
15,18-20-17,48-44-45,10-04-06,50-50-43,18-17-13,48-44-44,12-13-14,41-43-41,17-16-12,41-45-42,11-11-19,45-45-49
16,12-17-18,44-41-44,14-11-13,48-49-45,12-18-14,42-41-41,17-12-11,41-48-42,19-13-19,41-44-49,18-18-20,44-46-50
17,18-16-15,43-42-43,12-11-15,44-48-44,18-15-14,49-49-43,15-19-12,45-45-49,18-14-20,44-43-50,16-15-17,48-43-47
18,15-15-16,45-49-42,18-20-14,43-44-43,15-16-13,45-42-42,19-18-12,44-46-50,14-11-17,42-42-47,12-16-18,46-43-49
19,19-12-13,43-48-41,13-19-13,45-41-42,19-13-12,43-41-41,17-17-11,48-43-50,12-11-19,46-47-48,18-13-18,42-42-48
20,17-11-14,49-45-50,19-18-12,43-42-41,17-14-11,49-50-50,19-20-20,46-44-49,18-20-18,42-46-48,13-14-17,47-41-47
21,19-20-17,44-46-49,17-17-11,49-49-50,19-17-20,44-49-49,12-19-19,42-41-48,17-19-17,49-45-47,29-21-26,53-60-56
22,18-19-18,42-43-48,19-16-20,44-50-49,18-18-19,42-48-48,17-18-18,47-42-47,29-28-26,53-55-56,27-22-25,51-59-55
23,18-18-15,47-44-47,18-15-19,42-47-48,18-15-18,48-47-47,18-17-17,51-57-56,27-27-25,51-56-55,23-27-24,53-58-54
24,17-17-16,51-51-54,18-14-18,47-48-47,17-16-17,51-56-56,27-26-26,51-58-55,23-26-24,53-53-54,28-28-23,52-57-53
25,27-26-23,51-52-53,17-13-17,51-55-56,27-23-26,51-55-55,27-25-25,53-55-54,28-25-23,52-54-53,26-25-22,52-56-52
26,27-25-24,53-59-52,27-22-26,51-56-53,27-24-25,53-54-54,23-24-24,52-56-53,26-24-22,52-51-52,21-26-21,51-55-51
27,23-24-21,52-60-51,27-21-23,53-53-52,23-21-22,52-51-51,28-23-23,52-53-52,21-23-21,51-52-51,25-23-30,51-54-60
28,28-23-22,60-57-60,23-30-22,52-54-51,28-22-21,59-60-60,26-22-30,51-54-51,25-22-30,51-59-60,25-24-29,51-53-57
29,26-22-29,,28-29-21,60-51-60,26-29-30,51-59-59,21-21-29,51-51-58,25-21-27,51-60-59,27-21-26,57-52-56
30,21-21-30,,26-28-30,51-52-59,21-30-29,51-58-58,25-30-28,51-52-57,27-30-26,57-57-56,26-22-25,52-51-55
31,25-30-27,,21-27-29,,25-27-28,,25-29-27,57-59-56,,52-58-55,,10-10-04
