日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,51-60-53,27-25-24,47-44-45,27-22-24,51-55-54,27-24-23,51-53-53,23-24-22,52-56-51,28-25-21,60-51-60,26-25-30
2,51-59-54,23-24-21,51-51-54,27-21-23,51-56-53,23-21-22,53-52-52,28-23-21,60-53-60,26-24-30,51-52-59,21-26-29
3,53-58-51,28-23-22,51-52-53,23-30-22,53-53-52,28-22-21,52-51-51,26-22-30,51-54-59,21-23-29,51-59-58,25-23-28
4,52-57-52,25-21-29,53-59-52,24-29-22,52-54-51,26-29-30,59-60-60,21-21-29,51-51-58,25-22-28,51-60-57,25-24-27
5,60-56-59,25-22-30,52-60-51,25-28-29,60-51-60,21-30-29,51-59-59,25-30-28,51-52-57,25-21-27,57-57-56,27-21-26
6,59-55-52,29-29-27,59-57-59,25-27-30,59-52-60,29-27-27,51-58-58,25-29-27,57-59-56,27-28-26,52-58-55,26-22-25
7,59-54-59,26-30-28,59-58-60,29-26-27,59-59-57,26-28-28,51-57-57,27-28-26,52-60-55,26-29-25,10-05-04,34-39-34
8,52-53-60,24-27-25,59-55-57,26-25-28,52-60-58,24-25-25,60-56-55,28-28-26,09-07-03,34-38-34,09-06-04,33-40-34
9,60-52-57,28-28-26,52-56-58,24-24-25,60-57-55,28-26-26,58-55-56,33-35-33,09-08-04,33-37-34,03-03-01,33-37-31
10,58-51-58,33-35-33,60-53-55,28-23-26,58-58-56,34-33-33,09-04-03,33-36-34,03-05-01,33-36-31,10-04-02,36-38-32
11,09-10-05,33-36-34,58-54-56,33-32-33,09-05-03,33-34-34,09-03-04,33-33-31,10-06-02,36-35-32,08-01-09,34-35-39
12,09-09-06,37-31-31,09-01-03,33-31-34,09-06-04,33-31-31,03-02-01,36-34-32,08-02-09,34-34-39,02-02-10,32-36-40
13,03-08-03,36-32-32,09-02-04,37-40-31,03-03-01,36-32-32,10-01-02,34-31-35,02-04-10,32-33-40,07-09-07,33-33-37
14,10-07-06,40-39-39,01-09-01,36-39-32,10-06-02,34-39-39,08-10-09,32-32-40,07-01-07,33-32-37,07-10-08,33-34-38
15,08-06-03,38-40-31,10-10-02,40-36-39,08-03-09,38-40-40,02-09-10,33-39-37,07-02-08,33-31-38,07-07-05,37-31-35
16,04-03-04,34-37-40,06-07-09,38-35-31,04-04-10,33-37-37,07-08-07,33-34-38,01-09-05,37-40-35,10-04-06,34-32-36
17,10-02-01,39-38-39,04-07-01,33-34-40,10-01-10,31-39-39,07-07-08,35-31-35,10-10-06,34-39-36,18-11-13,42-49-43
18,05-01-02,35-35-38,10-06-10,39-40-39,05-02-09,35-38-38,01-04-05,34-32-36,14-17-13,42-48-43,12-12-14,48-50-44
19,01-08-09,33-34-37,09-05-09,35-37-38,01-09-08,33-37-37,09-03-07,50-49-46,12-17-15,48-43-44,18-19-14,44-48-44
20,09-07-10,45-41-46,01-04-08,33-38-37,09-10-07,45-46-46,14-12-16,48-50-45,18-16-14,44-42-44,15-20-13,49-47-43
21,15-16-13,44-42-45,09-03-07,45-45-46,15-13-16,44-45-45,12-15-15,44-47-44,13-15-13,49-41-43,19-17-12,45-46-42
22,20-15-14,44-49-44,15-12-16,44-46-45,20-14-15,43-44-44,18-14-14,43-48-43,19-14-12,45-41-42,17-18-11,43-45-41
23,18-14-11,43-50-43,20-11-15,44-43-44,18-11-14,44-43-43,14-13-13,43-43-42,17-13-11,43-42-41,19-13-20,49-44-50
24,13-13-12,43-47-42,18-20-14,43-44-43,13-12-13,43-42-42,17-12-12,43-44-41,19-12-20,49-49-50,18-14-19,44-43-49
25,17-12-19,43-48-49,13-19-13,43-41-42,17-19-12,43-41-41,17-11-11,49-41-50,18-11-19,44-50-49,18-11-18,42-42-48
26,17-11-20,49-45-48,17-18-12,43-42-49,17-20-11,49-50-50,19-20-20,44-42-49,18-20-18,42-47-48,17-12-17,47-41-47
27,19-20-17,44-46-47,17-17-19,49-49-48,19-17-18,44-47-47,18-19-19,42-49-48,17-19-17,47-48-47,27-29-26,51-60-55
28,18-19-18,42-43-46,19-16-18,44-50-45,18-18-17,42-46-46,17-18-18,47-50-47,27-28-26,51-55-56,27-30-25,51-59-55
29,16-18-15,,18-15-17,42-47-46,16-15-16,47-45-45,17-17-15,51-57-54,27-27-23,51-56-55,23-27-22,53-58-57
30,17-17-16,,16-14-16,47-48-45,17-16-15,51-54-54,27-26-24,51-58-53,23-26-22,53-53-52,28-28-21,52-57-51
31,27-26-23,,17-13-15,,27-23-24,,27-25-23,53-55-52,,52-54-51,,60-56-60
