日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,53-58-59,28-23-30,51-52-51,23-30-30,53-60-60,28-22-29,52-51-59,26-22-28,51-54-57,21-23-27,51-59-56,25-23-26
2,52-57-60,26-22-27,53-59-60,28-29-29,52-54-59,26-29-28,60-60-58,21-21-27,51-51-56,25-22-26,51-60-55,25-24-25,
3,60-56-57,21-21-28,52-60-59,26-28-28,60-51-58,21-30-27,51-59-57,25-30-26,51-52-55,25-21-25,57-57-54,27-21-24
4,51-55-58,29-29-25,60-57-58,21-27-27,51-52-57,25-27-26,51-58-56,25-29-25,57-59-54,27-30-24,52-58-53,26-22-23
5,51-54-55,26-30-26,59-52-58,29-26-25,51-59-56,25-28-25,51-57-55,27-28-24,52-60-53,26-29-23,10-05-02,34-39-32
6,52-53-60,24-27-23,59-55-55,26-25-26,52-60-56,24-25-23,57-56-54,26-27-23,10-07-02,34-38-32,05-06-01,35-40-31
7,60-52-57,28-28-24,52-56-56,24-24-23,60-57-53,28-26-24,58-55-54,34-36-32,05-08-01,35-37-31,09-03-10,33-37-39
8,58-51-58,33-35-31,60-53-53,28-23-24,58-58-54,33-33-31,09-04-01,33-36-32,03-05-09,35-36-40,10-04-10,36-38-40
9,09-10-05,33-36-32,58-54-54,33-32-31,09-05-01,33-34-32,09-03-02,33-33-39,10-06-10,36-35-40,08-01-07,34-35-37
10,09-09-06,33-33-39,09-01-01,33-31-32,09-06-02,33-31-39,03-02-09,36-34-40,08-03-07,34-34-37,02-02-08,32-36-38
11,03-08-03,36-34-40,09-02-02,33-40-39,03-03-09,36-32-40,10-01-10,34-31-37,02-04-08,32-33-38,07-09-05,33-33-35
12,10-07-04,34-39-37,03-09-09,36-39-40,10-04-10,34-39-37,08-10-07,32-32-38,07-01-05,33-32-35,07-10-06,33-34-36
13,08-06-01,38-40-38,09-10-10,34-38-37,08-01-07,32-40-38,02-09-08,33-39-35,07-02-06,33-31-36,07-07-03,37-31-33
14,04-05-10,33-37-35,08-07-07,38-37-38,04-04-08,33-37-35,07-08-05,33-40-36,07-09-03,37-40-33,10-08-04,34-32-34
15,07-04-07,31-38-35,04-08-08,33-34-35,07-01-05,33-38-36,07-07-06,33-37-37,10-10-04,34-39-34,18-15-11,42-49-41
16,05-01-08,35-35-34,07-05-05,31-33-35,05-02-06,35-35-33,01-06-03,34-32-34,18-17-11,42-48-41,11-12-12,48-50-42
17,01-10-05,33-36-33,06-05-05,35-32-34,01-09-04,33-37-33,10-03-04,42-49-41,12-18-12,48-47-42,17-19-19,41-47-49
18,09-09-06,45-43-42,01-04-04,33-38-33,09-10-03,50-46-42,14-12-12,48-50-42,17-15-19,41-46-49,15-20-20,49-47-49
19,15-16-13,44-42-41,09-03-03,45-45-42,15-17-12,48-45-41,12-11-11,44-47-50,15-15-19,49-41-50,19-17-18,45-46-48
20,12-15-14,44-49-50,15-12-12,44-46-41,12-18-11,44-44-50,18-14-20,49-48-49,19-14-18,45-50-48,17-18-17,43-45-47
21,18-14-19,43-50-49,20-11-11,44-43-50,18-11-20,43-43-49,13-13-19,45-45-48,17-13-17,43-49-47,19-15-16,49-44-46
22,13-13-20,43-47-48,18-20-20,43-44-49,13-12-19,43-42-48,17-12-18,43-46-47,19-12-16,49-49-46,12-16-15,44-43-45
23,17-12-17,43-48-47,13-19-19,43-41-48,17-19-18,43-41-47,17-11-17,49-41,46,18-11-15,46-50-45,18-11-14,42-42-44
24,17-11-18,49-45-46,17-18-18,43-42-47,17-20-17,49-50-46,19-20-16,44-42-45,18-20-14,42-47-44,17-12-13,47-41-43
25,19-20-15,44-46-45,18-17-17,49-49-46,19-17-16,44-49-45,18-19-15,42-49-44,17-19-13,47-48-43,27-29-22,51-60-52
26,18-19-16,42-43-44,19-16-16,44-50-45,18-18-15,4-48--44,18-18-14,47-50-43,27-28-22,51-55-52,27-30-21,51-59-51
27,16-18-13,47-44-43,18-15-15,42-47-44,16-15-14,47-45-43,17-17-13,51-57-52,27-27-21,51-56-51,23-27-30,53-58-60
28,17-17-14,51-51-52,16-14-14,47-48-43,17-16-13,51-54-52,27-26-22,51-58-51,23-26-30,53-53-60,28-28-29,52-57-59
29,27-26-21,,17-13-13,51-55-52,27-23-22,51-53-51,27-25-21,53-55-60,28-25-29,52-54-59,26-25-28,60-56-58
30,27-25-22,,27-22-22,51-56-51,27-24-21,53-52-60,23-24-30,52-56-59,26--24-28,60-51-58,21-26-27,51-55-57
31,23-24-29,,27-21-21,,23-21-30,,28-23-29,60-53-58,,51-52-57,,51-54-56
