日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,34-40-40,05-05-09,26-24-27,10-02-06,34-35-36,05-04-05,35-33-35,09-04-04,35-36-33,09-05-03,31-31-32,01-05-02
2,35-39-39,09-04-08,34-31-36,05-01-05,35-36-35,09-01-04,35-32-34,09-03-03,31-33-32,01-04-02,36-32-31,09-06-01
3,35-38-38,09-03-07,35-32-35,09-10-04,35-33-34,09-02-03,35-31-33,01-02-02,36-34-31,10-03-01,34-39-40,08-03-10
4,35-37-37,08-01-06,35-39-34,09-09-03,35-34-33,01-09-02,31-40-32,10-01-01,34-31-40,08-02-10,39-40-39,09-04-09
5,34-36-35,02-02-05,36-34-37,08-08-06,31-31-32,10-10-01,36-39-31,08-10-10,39-32-39,09-01-09,33-37-38,09-01-08
6,32-35-36,07-09-04,34-37-36,02-07-05,32-32-35,07-07-04,34-38-40,10-09-09,33-39-38,09-10-08,33-38-37,09-02-07
7,33-34-33,07-10-03,32-38-35,07-06-04,33-39-34,07-08-03,33-37-33,09-08-08,33-40-37,09-09-07,45-45-46,18-19-20
8,33-33-34,07-07-02,33-35-34,07-05-03,33-40-33,07-05-02,37-36-32,10-08-01,42-47-50,18-18-20,46-46-49,16-20-19
9,37-32-31,10-08-01,33-36-33,07-04-02,37-37-32,10-06-01,34-35-31,18-15-20,46-48-49,16-17-19,41-43-48,17-17-18
10,34-31-32,18-15-20,37-33-32,10-03-01,34-38-31,18-13-20,42-44-50,16-16-19,41-45-48,17-16-18,41-44-47,17-18-17
11,42-50-49,16-16-19,34-34-31,18-12-20,41-45-50,16-14-19,46-43-49,17-13-18,41-46-47,17-15-17,41-41-46,11-15-16
12,46-49-50,17-11-18,42-41-50,16-11-19,46-46-49,17-11-18,41-42-48,17-14-17,41-43-46,11-14-16,44-42-45,18-16-15
13,41-48-47,17-12-17,46-42-49,17-20-18,41-43-48,17-12-17,41-41-47,11-11-16,44-44-45,18-13-15,42-49-44,16-13-14
14,41-47-48,19-19-14,41-49-48,17-19-17,41-46-47,19-19-16,41-50-46,18-12-15,42-41-44,16-12-14,50-50-43,20-14-13
15,45-44-45,17-20-13,41-50-47,19-16-14,45-43-45,18-20-15,44-49-45,16-19-14,50-42-43,20-11-13,41-47-42,15-11-12
16,43-43-45,14-17-12,45-47-44,17-15-13,44-44-43,14-17-12,42-48-44,12-14-13,41-49-42,15-20-12,41-44-41,15-12-11
17,48-42-44,12-18-19,43-47-43,14-14-12,48-41-42,12-19-11,46-45-41,15-11-12,41-50-41,15-19-11,53-51-60,29-29-28
18,46-49-43,18-15-18,48-46-42,12-20-19,46-42-41,18-18-20,42-44-50,13-12-19,53-57-58,29-24-28,52-52-57,27-29-27
19,42-48-42,17-14-17,46-45-49,18-17-18,42-49-48,18-17-17,49-43-49,29-29-28,51-57-57,27-23-27,58-59-56,22-28-26
20,47-47-41,27-21-26,42-44-48,17-18-17,47-50-47,29-26-26,53-56-56,27-30-27,58-56-56,22-22-26,56-60-55,30-27-23
21,51-56-60,27-22-25,47-43-47,27-25-26,51-53-56,27-25-25,51-55-55,23-27-24,56-55-53,30-24-23,52-57-52,26-26-22
22,51-55-59,23-29-24,51-52-56,27-26-25,51-54-55,23-24-24,53-54-54,30-28-23,52-54-52,26-21-22,51-58-51,21-25-21
23,53-54-58,28-30-23,51-51-55,23-23-24,53-51-54,28-23-23,52-53-53,26-23-22,51-53-51,21-22-21,51-53-60,25-24-30
24,52-53-57,26-27-22,53-60-54,28-24-23,52-52-53,26-22-22,51-52-52,21-24-21,51-52-60,25-29-30,51-54-59,25-23-29
25,52-52-56,21-28-21,52-59-53,26-21-22,52-59-52,22-21-21,52-51-51,25-21-30,51-51-59,25-30-29,57-51-58,27-22-28
26,51-51-55,25-25-30,52-58-52,21-22-21,51-60-51,25-30-30,51-60-60,25-22-29,57-60-58,27-27-28,52-52-57,26-21-27
27,51-60-54,25-26-29,51-57-51,25-29-30,51-57-60,25-27-29,51-59-59,27-29-28,52-59-57,26-28-27,10-09-06,36-40-36
28,51-59-53,27-23-28,51-56-60,25-30-29,51-58-59,27-26-28,57-58-58,26-30-27,10-08-06,36-35-36,05-10-05,35-39-35
29,57-58-52,,51-55-59,27-27-28,57-55-58,26-25-27,52-57-57,34-37-36,05-07-05,35-36-35,09-07-04,35-38-34
30,52-57-51,,57-54-58,26-28-27,52-56-57,34-34-36,10-06-06,35-38-35,09-06-04,35-33-34,09-08-03,35-37-33
31,10-06-10,,52-53-57,,10-03-06,,06-05-05,35-35-34,,35-34-33,,31-36-32
