日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,18-18-15,43-43-46,20-12-17,42-50-46,18-13-16,43-42-45,13-11-15,43-42-44,17-14-13,44-43-43,19-19-12,49-43-42
2,13-17-16,43-42-43,18-19-16,43-49-45,13-14-15,43-49-44,17-20-14,43-41-43,19-11-12,49-42-42,18-20-11,44-44-41
3,17-16-13,43-41-44,13-20-15,43-48-44,17-11-14,43-50-43,17-19-13,49-50-42,18-12-11,44-41-41,16-17-20,42-41-50
4,17-15-11,42-49-41,17-17-14,43-47-43,17-12-13,49-47-42,19-18-12,44-49-41,16-19-20,42-50-50,17-18-19,47-42-49
5,16-14-19,50-50-42,17-18-13,42-46-41,19-19-12,44-48-41,18-17-11,42-48-50,17-20-19,47-49-49,27-25-28,51-59-58
6,20-13-20,41-47-49,16-15-11,50-45-42,20-20-12,41-45-49,16-16-20,47-47-49,27-27-28,51-58-58,27-26-27,51-60-57
7,15-12-17,41-48-50,20-16-12,41-44-49,15-17-19,41-46-50,15-15-20,51-56-58,27-28-27,51-57-57,26-23-25,60-57-55
8,15-11-18,55-55-57,15-13-19,41-43-50,15-18-20,55-53-57,25-24-27,52-56-58,26-25-25,60-56-55,24-24-26,54-58-56
9,25-30-25,52-56-58,15-14-20,55-52-57,25-25-27,52-54-58,28-23-28,60-53-55,24-26-26,54-55-56,25-21-23,59-55-53
10,28-29-26,60-53-55,25-21-27,52-51-58,28-26-28,60-51-55,26-22-25,54-54-56,25-23-23,59-54-53,25-22-24,59-56-54
11,26-28-23,54-54-56,28-22-28,60-60-55,26-23-25,54-52-56,24-21-26,59-51-53,25-24-24,59-53-54,29-29-21,59-53-51
12,24-27-24,59-59-53,26-29-25,54-59-56,24-24-26,59-59-53,25-30-23,59-52-54,29-21-21,59-52-51,26-30-22,52-54-52
13,25-26-25,59-60-54,24-30-26,59-58-53,25-21-23,59-60-54,25-29-24,59-59-51,26-22-22,52-51-52,24-27-29,60-51-59
14,25-25-26,53-57-51,25-27-23,59-57-54,25-24-24,53-57-51,29-28-21,52-60-52,24-29-29,60-60-59,28-28-30,58-52-60
15,27-22-23,51-58-51,25-28-24,53-54-51,27-21-21,52-58-52,26-27-22,60-57-59,28-30-30,58-59-60,33-31-37,09-09-07
16,25-21-24,56-55-60,27-25-21,51-53-51,26-22-22,56-55-59,24-26-29,54-52-60,33-37-37,09-08-07,33-32-38,09-10-08
17,22-30-21,54-56-59,25-25-21,56-52-60,22-29-30,54-57-59,30-23-30,09-09-07,33-38-38,09-07-08,37-39-35,01-07-05
18,30-27-22,10-03-08,22-24-30,54-58-59,30-30-29,10-06-08,36-32-38,07-10-08,37-35-35,01-02-05,35-40-35,09-07-05
19,36-36-39,05-02-07,30-23-29,10-05-08,36-37-38,05-05-07,31-31-37,01-07-06,36-35-35,09-01-05,40-37-34,06-06-04
20,36-35-38,09-09-06,36-32-38,05-06-07,35-38-37,01-04-06,37-34-36,09-08-05,40-34-34,06-10-04,38-38-33,04-05-03
21,35-34-35,09-10-05,35-31-37,09-03-06,35-31-36,09-03-05,35-33-35,01-05-04,38-33-33,04-02-03,34-35-32,10-04-02
22,35-33-36,01-07-04,35-40-36,09-04-05,32-32-35,01-02-04,31-32-34,04-06-03,34-32-32,10-09-02,39-34-31,09-03-01
23,31-32-33,10-08-03,35-39-35,01-01-04,31-39-34,10-01-03,36-31-33,10-01-02,39-31-31,09-10-01,33-31-40,09-02-10
24,36-31-34,10-05-02,31-38-34,10-02-03,36-40-33,10-10-02,34-40-32,09-02-01,33-40-40,09-07-10,33-32-39,09-01-09
25,34-40-31,09-06-01,36-37-33,10-09-02,34-37-32,09-09-01,39-39-31,09-09-10,33-39-39,09-08-09,45-49-48,15-20-18
26,39-39-32,09-03-10,34-36-32,09-10-01,39-38-31,09-08-10,33-38-40,09-10-09,45-48-48,15-15-18,44-50-47,20-19-17
27,33-38-39,09-04-09,39-35-31,09-07-10,33-35-40,09-05-09,33-37-39,15-17-18,44-47-47,20-16-17,44-47-46,18-18-16
28,33-37-40,15-11-18,33-34-40,09-08-09,33-36-39,15-14-18,45-46-48,20-18-17,42-46-46,18-13-16,43-48-45,13-17-15
29,45-46-47,,33-33-39,15-15-18,45-43-48,20-13-17,44-45-47,18-15-16,43-45-45,13-14-15,43-45-44,17-16-14
30,44-45-48,,45-42-48,20-16-17,44-44-47,18-12-16,42-44-46,13-16-15,43-44-44,17-11-14,43-46-43,17-15-13
31,42-44-45,,44-41-47,,42-41-46,,43-43-45,17-13-14,,17-12-13,,19-14-12
