日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,26-21-27,10-06-06,27-23-23,52-53-54,26-28-24,10-03-01,34-34-31,05-05-02,35-35-39,09-06-09,35-34-40,09-08-10
2,34-40-36,06-05-05,26-24-24,10-02-01,34-35-31,05-04-02,35-33-32,09-04-09,35-36-40,09-05-10,31-31-37,01-05-07
3,35-39-35,09-04-04,34-31-31,05-01-02,35-36-32,09-01-09,35-32-39,09-03-10,31-33-37,01-04-07,36-32-38,10-06-08
4,35-38-34,10-04-04,33-36-36,09-10-09,35-33-39,09-02-10,35-31-40,01-02-07,36-34-38,10-03-08,34-39-35,08-03-05
5,35-37-33,08-01-01,34-33-33,10-09-04,36-39-34,01-09-07,31-40-37,10-01-08,34-31-35,08-02-05,39-40-36,09-04-06
6,34-36-36,01-02-02,36-40-34,08-08-01,34-31-31,02-10-02,32-40-32,08-10-05,39-32-36,09-01-06,33-37-33,09-01-03
7,32-35-35,07-09-09,34-37-31,02-07-02,31-32-32,07-07-09,33-37-39,09-09-05,33-39-33,09-10-03,33-38-34,09-02-04
8,33-34-34,07-10-10,32-38-32,07-06-09,33-39-39,07-08-10,33-37-40,08-07-07,34-40-38,09-09-08,42-45-45,18-19-15
9,34-33-33,08-07-07,33-35-39,07-05-10,33-40-40,07-05-07,37-36-37,10-08-08,42-47-45,18-18-15,45-46-46,16-20-16
10,37-32-32,10-08-08,33-36-40,07-04-07,38-37-37,10-06-08,34-35-38,18-15-15,46-48-46,16-17-16,41-43-43,17-17-13
11,34-31-31,18-15-15,37-33-37,10-03-08,34-38-38,18-13-15,42-44-45,15-16-16,41-45-43,17-16-13,41-44-44,17-18-14
12,42-50-50,16-14-14,34-34-38,18-12-15,42-45-45,16-14-16,46-43-46,17-13-13,41-46-44,17-15-14,42-41-41,11-15-11
13,46-49-49,17-11-11,42-41-45,12-11-14,45-46-46,17-11-13,41-42-43,17-14-14,41-43-41,11-14-11,44-42-42,18-16-12
14,41-48-48,15-12-12,48-42-44,17-20-11,41-45-41,17-12-12,41-41-44,12-11-11,44-44-42,18-13-12,42-49-49,16-13-19
15,41-47-47,20-19-19,41-49-41,15-17-12,41-46-42,20-19-19,41-50-41,18-12-12,42-41-49,16-12-19,49-50-50,20-14-20
16,45-44-44,17-20-20,49-50-42,19-16-19,45-43-49,18-20-20,44-49-50,16-13-17,46-41-48,20-11-20,41-43-45,15-11-15
17,44-43-43,19-17-17,45-48-49,17-15-20,43-44-50,14-20-17,42-48-47,12-14-18,41-49-45,15-20-15,41-44-46,15-12-16
18,48-42-42,12-18-18,43-47-50,19-19-17,48-41-47,12-19-18,46-45-48,15-11-15,49-50-46,15-19-16,53-51-53,29-29-23
19,46-49-49,18-13-13,49-46-47,12-20-18,46-42-48,18-18-15,42-44-45,13-12-16,53-58-53,29-24-23,51-52-54,27-29-24
20,42-48-48,17-14-14,46-45-48,18-17-13,42-49-45,17-17-16,49-43-46,29-29-23,51-57-54,27-23-24,58-59-51,22-28-21
21,48-47-47,27-21-21,42-44-43,17-18-14,47-46-44,27-26-21,53-56-53,27-30-24,53-56-51,22-22-21,56-60-52,30-27-22
22,51-56-56,27-22-22,47-43-44,27-25-21,51-53-51,27-25-22,51-55-54,23-27-21,56-55-52,30-24-22,52-57-59,26-26-29
23,51-55-55,23-29-29,51-52-51,27-26-22,51-54-52,23-24-29,53-54-59,28-26-30,52-54-57,26-21-29,51-56-58,21-25-28
24,53-54-54,28-30-30,51-51-52,23-23-29,53-51-59,28-23-30,52-53-60,26-23-27,51-53-58,21-22-28,51-53-55,25-24-25
25,52-53-53,26-27-27,53-60-59,28-24-30,52-52-60,26-22-27,52-52-57,21-24-28,51-52-55,25-29-25,51-54-56,25-23-26
26,51-52-52,21-28-28,52-59-60,26-21-27,52-59-57,21-21-28,51-51-58,25-21-25,51-51-56,25-30-26,57-51-53,27-22-23
27,52-51-51,26-25-25,60-58-57,21-22-28,51-60-58,25-28-25,51-60-55,25-22-26,57-60-53,27-27-23,52-52-54,26-21-24
28,51-58-58,25-26-26,51-57-58,25-29-25,51-57-55,25-27-26,51-59-56,27-29-23,52-59-54,26-28-24,10-09-01,36-40-31
29,51-59-59,,51-56-55,25-30-26,51-58-56,27-26-23,57-58-53,26-28-24,10-08-01,36-35-31,05-10-02,35-39-32
30,57-58-58,,51-55-56,27-27-23,57-55-53,26-25-24,52-57-54,34-37-31,05-07-02,35-36-32,09-07-09,35-38-39
31,52-57-57,,57-54-53,,52-56-54,,10-06-01,35-38-32,,35-33-39,,35-37-40
