日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,16-12-19,47-47-50,18-16-11,42-44-50,16-17-20,47-46-49,17-15-19,51-56-58,27-28-27,51-57-57,23-23-26,53-57-56
2,17-11-20,51-56-57,16-13-20,47-43-49,17-18-19,51-53-58,27-24-28,51-55-57,23-25-26,53-56-56,28-24-25,52-58-55
3,27-30-27,51-55-58,17-14-19,51-52-58,27-25-28,51-54-57,27-23-27,53-54-56,28-26-25,52-55-55,26-21-24,60-55-54
4,27-29-28,60-53-55,27-21-28,51-51-57,27-26-27,53-51-56,23-22-26,52-53-55,26-23-24,60-54-54,21-22-23,51-56-53
5,26-28-23,54-54-56,28-22-28,60-60-55,26-23-25,52-52-55,28-21-25,60-52-54,21-24-23,51-53-53,25-29-22,51-53-52
6,24-27-24,59-51-53,26-29-25,54-59-56,24-24-26,59-59-53,26-30-24,51-51-53,25-21-22,51-52-52,25-30-21,51-54-51
7,25-26-21,59-52-54,24-30-26,59-58-53,25-21-23,59-60-54,25-30-24,59-59-51,25-22-21,52-51-51,24-27-29,60-51-59
8,25-25-22,59-59-51,25-27-23,59-57-54,25-22-24,59-57-51,29-28-21,52-60-52,24-29-29,60-60-59,28-28-30,58-52-60
9,29-24-29,52-60-52,25-28-24,59-56-51,29-29-21,52-58-52,26-27-22,60-57-59,28-30-30,58-59-60,33-35-37,09-09-07
10,26-23-30,60-57-59,29-25-21,52-55-52,26-30-22,60-55-59,24-26-29,58-58-60,33-37-37,09-08-07,33-36-38,09-10-08
11,24-22-27,58-58-60,26-26-22,60-54-59,24-27-29,58-56-60,28-25-30,09-05-07,33-38-38,09-07-08,33-33-35,03-07-05
12,28-21-28,09-03-07,24-23-29,58-53-60,28-28-30,09-03-07,33-34-37,09-06-08,33-35-35,03-06-05,36-34-36,10-08-06
13,33-40-39,09-04-08,30-24-30,09-02-07,33-37-37,09-04-08,33-33-38,03-03-05,35-36-36,10-05-06,34-31-33,08-05-03
14,33-39-40,01-01-05,33-31-37,09-01-08,33-38-38,01-01-05,33-32-35,10-04-06,34-33-33,08-04-03,32-32-34,02-06-04
15,37-36-37,09-02-05,31-32-38,01-08-05,37-35-35,10-02-06,36-31-36,08-05-03,32-34-34,02-03-04,33-35-31,07-03-01
16,35-35-38,06-09-04,37-40-36,09-07-05,35-36-35,06-09-03,34-40-33,04-06-04,33-31-31,07-02-01,33-36-32,07-04-02
17,40-34-35,04-10-03,35-39-35,06-06-04,40-33-34,04-01-03,38-39-34,07-03-01,33-32-32,07-01-02,35-33-39,01-01-09
18,38-31-36,10-07-02,31-38-34,04-02-03,38-34-33,10-10-02,33-36-31,05-04-01,35-39-39,01-06-09,33-34-39,09-01-09
19,34-40-33,09-06-01,38-37-33,10-09-02,34-31-32,09-09-01,31-35-31,01-01-10,33-39-39,09-05-09,50-41-48,14-20-18
20,39-39-32,09-03-10,34-36-32,09-10-01,39-38-31,01-08-10,35-34-40,09-02-09,50-48-48,14-14-18,48-42-47,12-19-17
21,33-38-39,09-04-09,39-35-31,09-07-10,33-35-40,09-07-09,33-37-39,15-19-18,48-47-47,12-16-17,44-49-46,18-18-16
22,33-37-40,15-11-18,33-34-40,09-08-09,33-36-39,15-16-18,45-46-48,20-18-17,44-46-46,18-13-16,43-48-45,13-17-15
23,45-46-47,20-12-17,33-33-39,15-15-18,45-43-48,20-15-17,44-45-47,18-15-16,43-45-45,13-14-15,43-45-44,17-16-14
24,44-45-48,18-19-16,45-42-48,20-16-17,44-44-47,18-14-16,44-44-46,13-16-15,43-44-44,17-11-14,43-46-43,17-15-13
25,44-44-45,13-20-15,44-41-47,18-13-16,44-41-46,13-13-15,43-43-45,17-13-14,44-43-43,17-12-13,49-43-42,19-14-12
26,43-43-46,17-17-14,42-50-46,13-14-15,43-42-45,17-12-14,43-42-44,17-14-13,49-42-42,19-19-12,44-44-41,18-13-11
27,43-42-43,17-18-13,43-49-45,17-11-14,43-49-44,17-19-13,43-41-43,19-11-12,44-41-41,18-20-11,42-41-50,18-12-20
28,43-41-44,19-15-12,43-48-44,17-12-13,43-50-43,19-18-12,49-50-42,18-12-11,42-50-50,18-17-20,47-42-49,17-11-19
29,49-50-41,,43-47-43,19-19-12,49-47-42,18-17-11,44-49-41,16-19-20,47-49-49,17-18-19,51-59-58,27-30-28
30,44-49-42,,49-46-42,18-20-11,44-48-41,16-16-20,42-48-50,17-20-19,51-58-58,27-25-28,51-60-57,27-29-27
31,42-48-49,,44-45-41,,42-45-50,,47-47-49,27-27-28,,27-26-27,,23-28-26
