日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,19-14-19,44-49-50,17-18-16,49-46-43,19-19-13,44-48-44,18-17-14,42-48-41,17-20-12,47-49-42,27-25-29,51-59-59
2,18-13-20,42-48-47,19-15-13,44-45-44,18-20-14,42-45-41,16-16-11,47-47-42,27-27-29,51-58-59,27-26-30,51-60-60
3,16-12-17,47-47-48,18-16-14,42-44-41,16-17-11,47-46-42,17-15-12,51-56-59,27-28-30,51-57-60,23-23-27,53-57-57
4,17-11-18,51-56-55,16-13-11,47-43-42,17-18-12,51-53-59,27-24-29,51-55-60,23-25-27,53-56-57,28-24-28,52-58-58
5,27-30-25,52-56-56,17-14-12,51-52-59,27-25-29,51-54-60,27-23-30,53-54-57,28-26-28,52-55-58,26-21-25,60-55-55
6,28-29-27,60-53-53,25-21-25,52-51-56,28-26-26,60-51-53,23-22-27,52-53-58,26-23-25,60-54-55,21-22-26,51-56-56
7,26-28-26,53-54-54,28-22-26,60-60-53,26-23-23,54-52-54,28-21-28,60-52-55,21-24-26,51-53-56,25-29-23,51-53-53
8,24-27-25,59-51-51,26-29-23,54-59-54,23-24-24,59-59-51,25-30-21,59-52-52,29-21-29,51-52-53,26-30-30,52-54-60
9,25-26-24,59-52-52,24-30-24,59-58-51,25-21-21,59-60-52,25-29-22,60-59-59,26-22-30,52-51-60,24-27-27,60-51-57
10,25-25-23,60-59-59,25-27-21,59-57-52,25-22-22,59-57-59,29-28-29,52-60-60,24-29-27,60-60-57,27-28-28,58-52-58
11,29-24-22,52-60-60,25-28-22,59-56-59,30-29-29,52-58-60,26-27-30,60-57-57,28-30-28,58-59-58,33-35-35,09-09-05
12,26-23-21,60-57-57,29-25-29,52-55-60,26-30-30,60-55-57,24-26-27,57-58-58,33-37-35,09-08-05,33-36-36,09-10-06
13,24-22-30,54-56-54,26-26-30,60-54-57,24-27-27,58-56-58,28-25-28,09-05-05,33-38-36,09-07-06,34-33-33,03-07-03
14,30-21-29,09-03-01,24-23-23,54-53-54,30-30-24,09-03-01,33-34-35,09-06-06,33-35-33,03-06-03,36-34-34,10-08-04
15,33-40-38,07-04-02,30-24-24,09-02-01,33-37-31,09-04-02,33-33-36,04-03-03,36-36-34,10-05-04,34-31-31,08-05-01
16,31-37-33,01-01-09,33-31-31,07-09-02,31-38-32,01-01-09,37-32-39,10-08-10,34-33-37,08-04-01,37-38-38,04-06-08
17,37-36-32,09-02-10,31-31-32,01-08-09,37-35-39,09-03-10,36-31-40,08-05-07,38-34-38,04-03-08,33-35-35,07-03-05
18,35-35-31,01-09-07,37-40-39,09-07-10,35-36-40,06-02-07,40-38-37,04-06-08,33-31-35,07-02-05,31-36-36,05-04-06
19,31-32-31,04-10-08,35-39-40,01-01-07,31-33-37,04-01-08,38-37-38,10-03-05,31-31-36,05-07-06,35-33-33,01-02-03
20,38-31-32,10-05-03,31-38-37,04-02-08,38-34-38,10-10-05,34-36-35,05-04-06,35-40-33,01-06-03,33-34-34,09-01-04
21,34-40-39,09-06-04,36-37-36,10-09-03,34-37-33,09-09-04,39-39-36,01-01-03,33-39-34,09-05-04,45-41-41,15-20-11
22,39-39-40,09-03-01,34-36-33,09-10-04,39-38-34,09-08-01,35-38-33,09-02-04,45-48-41,15-15-11,48-42-42,12-19-12
23,33-38-37,09-04-02,39-35-34,09-07-01,33-35-31,09-07-02,33-37-32,15-17-19,44-47-50,12-16-12,44-47-47,18-18-17
24,33-37-38,15-11-19,33-34-31,09-08-02,33-36-32,15-16-19,45-46-49,20-18-20,44-46-47,18-13-17,43-48-48,13-17-18
25,45-46-45,20-12-20,33-33-32,15-15-19,45-43-49,20-15-20,44-45-50,18-15-17,43-45-48,13-14-18,43-45-45,17-16-15
26,44-45-46,18-19-17,45-42-49,20-16-20,44-44-50,18-14-17,44-44-47,13-16-18,43-44-45,17-11-15,43-46-46,17-15-16
27,42-44-43,13-20-18,44-41-50,18-13-17,42-41-47,13-11-18,43-43-48,17-13-15,43-43-46,17-12-16,49-43-43,19-14-13
28,43-43-44,17-17-15,42-50-47,13-14-18,43-42-48,17-20-15,43-42-45,17-14-16,49-42-43,19-19-13,43-44-44,18-13-14
29,43-42-41,,43-49-48,17-11-15,43-49-45,17-19-16,43-41-46,19-11-13,44-41-44,18-20-14,42-41-41,16-12-11
30,43-41-42,,43-48-45,17-12-16,43-50-46,19-18-13,49-50-43,18-12-14,42-50-41,16-17-11,47-42-42,17-11-12
31,49-50-49,,43-47-46,,49-47-43,,44-49-44,16-19-11,,17-18-12,,27-30-29
