日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,51-53-55,27-28-24,51-56-60,27-24-27,58-57-57,26-26-28,52-55-58,34-36-35,05-08-06,35-37-36,09-03-03,35-37-33
2,57-52-54,26-27-23,57-53-57,26-23-28,52-58-58,34-33-35,10-04-05,35-35-36,09-05-03,35-36-33,09-04-04,35-38-34
3,52-51-53,34-36-32,52-54-58,34-32-35,10-05-05,35-34-36,05-03-06,35-34-33,09-06-04,35-35-34,02-01-01,31-35-31
4,10-10-02,33-36-31,10-01-05,33-31-31,05-06-06,35-31-33,09-02-03,35-33-34,01-03-01,31-34-31,10-02-02,36-36-32
5,05-09-01,33-33-40,09-02-01,33-40-40,03-03-10,36-32-39,09-01-04,31-32-31,10-04-02,36-33-32,08-09-09,34-33-39
6,03-08-09,36-34-39,03-09-10,36-39-39,10-04-09,34-39-38,08-09-08,36-31-32,08-01-09,34-32-39,09-10-10,39-34-40
7,10-07-10,34-31-38,10-10-09,34-38-38,08-01-08,32-40-37,02-09-07,33-39-36,07-02-05,39-31-40,07-07-04,37-31-34
8,08-06-07,32-32-37,08-07-08,32-37-37,02-02-07,33-37-36,07-08-06,33-40-35,07-09-04,37-40-34,10-08-03,34-32-33
9,02-05-08,33-39-36,02-08-07,33-36-36,07-09-06,33-38-35,07-07-05,37-37-34,10-10-03,34-39-33,18-15-12,42-49-42
10,07-04-05,33-40-35,07-05-06,33-35-35,07-10-05,37-35-34,07-06-04,34-38-33,18-17-12,42-48-42,16-11-11,46-50-41
11,07-03-06,37-37-34,07-06-05,37-34-34,07-07-04,34-36-33,10-05-03,42-45-42,16-18-11,46-47-41,17-13-20,41-47-50
12,07-02-03,34-36-33,07-03-04,34-33-33,10-08-03,42-43-42,18-14-12,46-46-41,17-15-20,41-46-50,17-14-19,41-48-49
13,10-01-04,42-43-42,10-04-03,41-42-42,18-17-12,48-44-41,16-13-11,41-43-50,17-16-19,41-45-49,11-11-18,41-45-48
14,18-20-11,48-44-49,18-11-12,48-49-49,12-18-11,41-41-50,17-12-20,41-44-49,11-13-18,41-44-48,18-12-17,44-46-47
15,12-19-12,44-41-48,12-12-19,44-48-48,17-15-18,49-42-47,17-11-19,45-45-48,18-14-17,44-43-47,16-15-16,42-43-46
16,17-16-19,49-42-47,18-20-18,49-47-47,15-16-17,45-42-46,19-20-18,44-46-47,16-11-16,42-42-46,12-16-15,46-44-45
17,15-15-19,45-49-41,15-19-17,45-41-41,19-13-16,43-41-45,18-17-15,48-43-44,12-12-13,46-41-45,15-13-12,41-41-42
18,19-14-18,43-50-42,19-18-11,43-42-42,17-14-12,49-50-49,14-16-14,46-44-43,18-20-12,41-46-42,13-14-11,49-41-41
19,17-11-17,49-45-49,17-17-12,50-49-49,19-11-19,46-49-50,12-15-13,42-41-42,13-19-11,49-46-41,29-21-30,53-60-60
20,19-20-16,44-46-50,19-16-19,44-50-50,18-18-20,42-48-47,18-18-17,47-42-48,29-28-25,53-54-60,27-22-26,51-59-56
21,18-19-15,42-43-47,18-15-20,42-47-47,18-15-17,47-47-48,17-17-18,53-59-55,27-27-26,51-56-56,23-29-23,53-58-53
22,18-18-14,47-44-48,18-14-17,47-48-48,17-16-18,51-56-55,27-26-25,51-58-56,23-26-23,54-53-53,28-28-24,52-57-54
23,17-17-13,51-51-55,17-13-18,51-55-55,27-23-25,51-55-56,27-25-26,53-55-53,28-25-24,52-54-54,26-25-21,52-56-51
24,27-26-22,51-52-56,27-22-25,51-56-56,27-24-26,53-54-53,23-24-23,52-56-54,26-24-21,52-51-51,21-26-22,51-55-52
25,27-25-21,53-59-53,27-21-26,54-53-53,23-21-23,52-53-53,28-23-24,52-53-51,21-23-22,51-52-52,25-23-29,51-54-59
26,23-24-30,52-60-54,23-30-23,52-54-54,28-22-24,60-60-51,26-22-21,51-54-52,25-22-29,51-59-59,25-24-30,51-53-60
27,28-23-29,60-57-51,28-29-24,60-51-51,26-29-21,51-59-52,21-21-22,51-51-59,25-21-30,51-60-60,27-21-27,57-52-57
28,26-22-28,51-58-52,26-28-21,51-52-52,21-30-22,51-58-59,25-30-29,51-52-60,27-30-27,58-57-57,26-22-28,52-51-58
29,21-21-27,51-55-59,21-27-22,51-59-59,25-27-29,51-57-60,25-29-30,57-59-57,26-29-28,52-58-58,34-39-35,10-10-05
30,25-30-26,,25-26-29,51-60-60,25-28-30,57-56-57,27-28-27,52-60-58,34-38-35,10-05-05,35-40-36,05-09-06
31,25-29-25,,25-25-30,,27-25-27,,26-27-28,10-07-05,,05-06-06,,09-08-03
