日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,05-09-03,35-34-32,10-01-06,35-31-35,05-06-05,35-31-34,09-02-04,35-33-33,01-03-02,31-34-32,10-02-01,36-36-31
2,09-08-02,35-33-31,05-02-05,35-40-34,09-03-04,35-32-33,09-01-03,31-32-32,10-04-01,36-33-31,08-09-10,34-33-40
3,09-07-01,31-32-40,09-09-04,35-39-33,09-04-03,31-39-32,01-10-02,36-31-31,08-01-10,34-32-40,09-10-09,39-34-39
4,01-06-10,32-32-39,09-10-03,31-38-32,01-01-02,36-40-31,10-09-01,34-40-40,09-02-09,39-31-39,09-07-08,33-31-38
5,10-05-09,33-39-38,01-07-02,32-37-39,10-02-01,34-37-40,08-08-10,40-39-39,09-09-08,33-40-38,09-08-07,33-32-37
6,07-04-07,33-40-37,02-08-09,33-36-38,07-09-08,33-38-37,09-07-09,33-38-38,09-10-07,33-39-37,15-15-16,45-49-46
7,07-03-08,37-37-36,07-05-08,33-35-37,07-10-07,37-35-36,09-06-08,33-37-37,15-17-16,45-48-46,20-16-15,44-50-45
8,07-02-05,34-38-35,07-06-07,37-34-36,07-07-06,34-36-35,10-05-05,42-45-44,16-18-13,44-47-45,17-13-12,41-47-42
9,10-01-06,42-45-44,07-03-06,34-33-35,10-08-05,42-43-44,18-14-14,46-46-43,17-15-12,41-46-42,17-14-11,41-48-41
10,18-20-13,46-46-43,10-04-05,42-42-44,18-15-14,46-44-43,16-13-13,41-43-42,17-16-11,41-45-41,11-11-20,41-45-50
11,16-19-14,41-43-42,18-11-14,46-41-43,16-16-13,41-41-42,17-12-12,41-44-41,11-13-20,41-44-50,18-12-19,44-46-49
12,17-18-11,41-42-41,16-12-13,41-50-42,17-13-12,41-42-41,17-11-11,41-41-50,18-14-19,44-43-49,16-19-18,42-43-48
13,17-17-12,45-49-50,17-19-12,41-49-41,17-14-11,41-49-50,11-20-20,44-42-49,16-11-18,42-42-48,20-20-17,50-44-47
14,19-16-19,44-50-47,17-20-11,45-48-50,19-13-20,44-50-49,18-19-19,42-49-48,20-12-17,50-41-47,15-17-16,41-41-46
15,18-15-20,48-47-46,19-17-20,44-45-47,18-14-19,42-47-48,16-18-18,50-50-47,15-19-16,41-50-46,15-18-15,41-42-45
16,14-12-17,46-48-45,18-18-17,48-44-46,14-11-16,46-48-45,12-17-17,41-41-46,15-20-15,41-49-45,29-21-24,53-59-54
17,12-11-19,42-45-48,14-16-16,46-43-45,12-12-15,42-48-44,15-16-16,41-42-45,29-27-24,53-58-53,28-22-23,52-60-53
18,18-20-18,47-46-47,12-15-15,42-47-48,18-19-14,49-47-43,14-13-13,53-59-52,28-28-21,52-57-53,22-29-30,58-57-60
19,18-17-17,51-51-56,18-14-18,47-48-47,17-20-17,53-56-56,29-22-22,51-60-51,22-26-30,58-52-60,30-30-29,56-57-59
20,29-26-26,51-52-55,17-13-17,51-55-56,29-27-26,51-55-55,27-21-21,58-57-60,30-25-29,56-51-59,26-27-28,52-56-58
21,27-25-25,53-59-54,27-22-26,51-56-55,27-24-25,53-54-54,23-24-24,56-58-53,26-24-22,52-60-58,21-28-21,51-55-51
22,23-24-24,52-60-53,27-21-25,53-53-54,23-21-24,52-53-53,30-23-23,52-55-52,21-23-21,51-52-51,27-25-30,53-54-60
23,28-23-23,52-57-52,23-30-34,52-54-53,28-22-23,51-52-52,26-22-22,51-54-51,25-22-30,53-59-60,25-24-29,51-53-59
24,26-22-22,51-58-51,28-29-23,52-51-52,26-29-22,52-51-51,22-21-21,51-51-60,25-21-29,51-60-59,27-21-28,57-52-58
25,22-21-21,51-55-60,26-28-28,51-52-51,21-30-21,51-60-60,25-30-30,51-52-59,27-30-28,57-57-58,26-22-27,52-51-57
26,25-30-30,51-56-59,21-27-21,51-59-60,25-27-30,51-57-59,25-29-29,57-59-58,26-29-27,52-58-57,36-39-36,10-10-06
27,25-29-17,57-53-58,25-26-30,51-60-59,25-28-29,57-56-58,27-28-28,52-60-57,36-38-36,10-05-06,35-40-35,05-09-05
28,27-28-26,52-54-57,25-25-29,57-57-58,27-25-28,52-55-57,26-27-27,10-07-06,35-27-25,05-06-05,35-37-34,09-08-04
29,26-27-25,,27-24-28,52-58-57,26-26-27,10-04-06,34-36-36,05-08-05,35-36-34,09-03-04,35-38-33,09-07-03
30,34-36-34,,26-23-37,10-05-06,34-33-36,05-03-05,36-35-35,09-05-04,35-35-33,09-04-03,31-35-32,01-06-02
31,35-35-33,,34-32-36,,35-34-35,,35-34-34,09-06-03,,01-01-02,,10-05-01
