日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,15-20-14,44-45-43,09-04-07,45-42-46,15-15-16,44-44-45,20-13-15,42-44-44,13-16-13,43-45-43,17-11-12,43-45-42
2,20-19-13,42-44-42,15-11-16,44-41-45,20-16-15,42-41-44,18-12-14,44-43-43,17-13-12,43-44-42,17-12-11,43-46-41
3,18-18-12,43-43-41,20-12-15,42-50-44,18-13-14,43-42-43,13-11-13,43-42-42,17-14-11,43-43-41,19-19-20,49-43-50
4,13-17-11,41-41-50,18-19-14,43-49-43,13-14-13,43-49-42,17-20-12,43-41-41,19-11-20,49-42-50,18-20-19,44-44-49
5,17-16-20,44-42-49,17-14-11,41-48-50,17-11-12,43-50-41,17-19-11,49-50-50,18-12-19,44-41-49,16-17-18,42-41-48
6,18-15-20,42-49-48,11-17-20,44-47-49,18-12-19,42-47-48,19-18-20,44-49-49,16-19-18,42-50-48,17-18-17,47-42-47
7,16-14-17,50-50-47,18-18-19,42-46-48,16-19-18,50-48-47,20-17-17,42-48-48,17-20-17,47-49-47,27-25-26,55-59-54
8,20-13-18,41-47-46,16-15-18,50-45-47,20-20-17,41-45-46,15-16-16,41-48-45,25-27-24,51-58-56,28-26-23,52-60-53
9,15-12-15,41-48-45,20-16-17,41-44-46,15-17-16,41-46-45,16-15-15,55-55-54,28-28-23,52-57-53,26-23-22,60-57-52
10,15-11-16,55-55-54,15-13-16,41-43-45,15-18-15,55-53-54,25-24-24,52-56-53,26-25-22,60-56-52,24-24-21,54-58-51
11,25-30-23,52-56-53,15-14-15,55-52-54,25-25-24,52-54-53,28-23-23,60-53-52,24-26-21,54-55-51,25-21-30,59-55-60
12,28-29-24,60-51-52,25-21-24,52-51-53,28-26-23,60-51-52,26-22-22,54-54-51,25-23-30,59-54-60,25-22-29,59-56-59
13,26-28-21,56-52-51,28-22-23,60-60-52,26-23-22,54-52-51,24-21-21,59-51-60,25-24-29,59-53-59,29-29-28,59-53-58
14,30-27-22,59-59-58,26-29-22,56-59-51,30-26-21,59-59-60,25-30-30,59-52-59,29-21-28,59-52-58,26-30-27,52-54-57
15,25-26-29,57-60-57,30-30-21,59-56-58,25-23-30,59-60-59,25-29-29,59-59-58,26-22-27,52-51-57,24-27-26,60-51-56
16,23-23-30,53-57-56,25-27-28,57-55-57,23-24-27,53-57-56,27-28-28,52-54-57,24-29-26,60-60-56,30-24-25,54-52-55
17,27-22-30,51-58-59,23-27-27,53-54-56,27-21-26,51-59-55,26-25-25,60-51-56,30-30-25,54-59-55,33-31-34,09-09-02
18,25-21-29,57-55-58,27-26-26,51-60-59,25-22-25,56-58-54,22-24-24,54-52-53,33-37-32,09-08-04,31-32-31,07-09-01
19,27-28-28,52-54-57,25-25-29,57-57-58,27-29-28,54-57-57,30-23-23,10-09-02,31-37-31,07-03-01,37-39-40,01-08-10
20,30-27-27,10-01-06,27-24-28,52-58-57,30-30-27,10-06-06,35-36-36,07-10-01,37-36-40,01-02-10,35-40-39,09-07-03
21,35-36-36,05-02-05,26-23-27,10-05-06,36-33-36,06-05-05,36-35-35,01-07-04,35-35-33,09-01-09,31-37-32,01-06-02
22,36-35-35,09-09-04,36-32-36,05-06-05,35-34-35,09-04-04,35-34-34,09-08-03,31-34-32,01-01-02,38-38-31,10-05-01
23,35-34-34,09-10-03,35-31-35,09-03-04,35-31-34,09-03-03,35-33-33,01-03-02,36-33-31,04-02-01,34-33-40,10-04-10
24,35-33-33,01-07-02,35-40-34,09-04-03,35-32-33,01-02-02,31-32-32,10-04-01,34-32-40,10-09-10,39-34-39,09-03-09
25,31-32-32,10-08-01,35-39-33,01-01-02,31-39-32,10-01-01,36-31-31,10-01-10,39-31-39,09-10-07,33-31-38,09-02-08
26,36-31-31,08-05-10,31-38-33,10-02-01,36-40-31,09-10-10,34-40-40,09-02-09,33-40-38,09-07-08,33-32-37,09-01-07
27,34-40-38,09-06-09,36-37-31,08-09-10,34-37-40,09-07-09,40-39-39,09-09-08,33-39-37,09-08-07,45-49-46,15-20-16
28,39-39-37,09-03-08,34-36-40,09-10-09,39-38-39,09-06-08,33-38-38,09-10-07,45-48-46,15-15-16,44-50-45,20-19-15
29,33-38-36,,39-35-39,09-07-08,33-35-38,09-05-07,33-37-37,15-17-16,44-47-45,20-16-15,42-47-44,18-18-14
30,33-37-35,,33-34-38,09-08-07,33-36-37,15-14-16,45-46-46,20-18-15,42-46-44,18-13-14,43-48-43,13-17-13
31,45-46-44,,33-33-37,,45-43-46,,44-45-45,18-15-14,,13-14-13,,17-16-12
