日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,45-50-41,20-15-12,33-34-33,15-12-12,45-45-42,20-14-11,44-43-41,18-14-20,43-46-49,13-15-19,43-41-48,17-15-18
2,44-49-42,18-14-19,45-41-42,20-11-11,44-46-41,18-11-20,42-42-50,13-13-19,43-43-48,17-14-18,43-42-47,17-16-17
3,42-48-49,13-13-20,44-42-41,18-20-20,42-43-50,13-12-19,43-41-49,17-12-18,43-44-47,17-13-17,43-49-46,19-13-16
4,43-47-50,11-11-17,42-49-50,13-19-19,43-44-49,17-19-18,43-50-48,17-11-17,49-41-46,19-12-16,44-50-45,18-14-15
5,43-46-47,18-12-18,43-50-49,11-18-17,43-41-48,17-20-17,43-49-47,19-20-16,44-42-45,18-11-15,42-47-44,16-11-14
6,44-45-42,16-19-15,41-47-47,18-17-18,44-42-48,16-17-15,49-48-46,18-19-15,42-49-44,16-20-14,47-48-43,17-12-13
7,42-44-49,20-20-16,44-48-48,16-16-15,42-49-45,20-18-16,44-47-45,16-18-14,47-50-43,17-19-13,51-55-52,27-29-22
8,50-43-50,15-17-13,42-45-45,20-15-16,50-50-46,15-15-13,41-46-43,15-18-14,55-57-51,27-28-22,52-56-52,28-30-22
9,41-42-47,15-18-14,50-46-46,15-14-13,41-47-43,15-16-14,41-45-44,25-25-21,52-58-52,28-27-22,60-53-59,26-27-29
10,41-41-48,25-25-21,41-43-43,15-13-14,41-48-44,25-23-21,55-54-51,28-26-22,60-55-59,26-26-29,54-54-60,24-28-30
11,55-60-55,28-26-22,41-44-44,25-22-21,55-55-51,28-24-22,52-53-52,26-23-29,54-56-60,24-25-30,59-51-57,25-25-27
12,52-59-56,26-21-29,55-51-51,28-21-22,52-56-52,26-21-29,60-52-59,24-24-30,59-53-57,25-24-27,59-52-58,25-26-28
13,60-58-53,30-22-29,51-52-52,26-30-29,60-53-59,24-22-30,54-51-60,25-21-27,59-54-58,25-23-28,59-59-55,29-23-25
14,56-57-52,25-29-27,60-59-59,30-29-30,56-56-60,25-29-27,59-60-57,25-22-28,59-51-55,29-22-25,52-60-56,26-24-26
15,59-56-59,23-30-27,56-60-60,25-26-27,59-53-57,25-30-28,59-59-58,29-29-25,52-52-56,26-21-26,60-57-53,24-21-23
16,57-53-60,27-27-26,59-57-57,23-25-27,57-54-58,27-27-25,53-58-55,26-24-26,60-59-53,24-30-23,53-54-54,30-22-24
17,53-52-57,25-28-25,58-57-57,27-24-26,53-51-56,25-29-25,52-57-56,24-21-23,54-60-54,30-29-24,09-01-01,33-39-31
18,51-51-58,27-25-24,53-56-56,25-30-25,51-52-55,22-28-24,56-54-53,30-22-24,09-07-01,33-38-31,07-02-02,31-40-32
19,57-58-55,26-24-23,51-55-55,27-27-24,57-59-54,30-27-23,54-53-53,36-39-32,07-07-01,31-33-32,01-09-10,37-38-40
20,54-57-56,36-31-32,57-54-54,26-28-23,54-60-53,36-36-32,10-02-02,31-40-31,01-06-10,37-32-40,09-10-09,35-37-39
21,10-06-01,35-32-31,52-53-53,36-35-32,10-03-02,35-35-31,05-05-01,37-37-40,09-05-09,35-31-39,01-07-08,31-36-38
22,05-05-02,35-39-40,10-02-02,35-36-31,05-04-01,35-34-40,01-04-10,35-38-39,01-04-08,31-31-38,04-08-07,38-35-37
23,09-04-09,35-40-39,05-01-01,35-33-40,09-01-10,35-33-39,09-03-09,31-33-38,10-03-07,38-32-37,10-03-06,34-34-36
24,09-03-10,31-37-38,09-10-10,35-34-39,09-02-09,31-32-38,01-02-08,36-34-37,10-02-06,34-39-36,09-04-05,39-33-35
25,01-02-07,36-38-37,10-09-09,31-31-38,01-09-08,36-31-37,10-01-07,34-31-36,09-01-05,39-40-35,09-01-04,33-32-34
26,10-01-08,34-35-36,01-08-08,36-32-37,10-10-07,34-40-36,10-10-06,39-32-35,09-10-04,33-37-34,09-02-03,33-31-33
27,08-10-05,39-36-35,10-07-07,34-39-36,08-07-06,39-37-35,09-09-05,33-39-34,09-09-03,33-38-33,15-19-12,45-50-42
28,09-09-06,33-33-34,08-06-06,39-40-35,09-08-05,33-36-34,09-08-04,33-40-33,15-18-12,45-45-42,20-20-11,44-49-41
29,09-08-03,,09-05-05,33-37-34,09-05-04,33-35-33,09-07-03,45-47-42,20-17-11,44-46-41,18-17-20,42-48-50
30,09-07-04,,09-04-04,33-38-33,09-06-03,45-44-42,15-16-12,44-48-41,18-16-20,42-43-50,13-18-19,43-47-49
31,15-16-11,,09-03-03,,15-13-12,,20-15-11,42-45-50,,43-44-49,,43-46-48
