日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,39-33-36,09-06-03,34-35-36,09-05-05,39-40-35,09-05-04,33-36-34,09-07-03,45-47-42,15-18-12,44-46-41,20-20-11
2,33-32-33,09-07-04,39-36-35,09-04-04,33-37-34,09-06-03,33-35-33,15-16-12,44-48-41,20-17-11,42-43-50,18-17-20
3,33-31-34,15-16-11,33-33-34,09-03-03,33-38-33,15-13-12,45-44-42,20-15-11,42-45-50,18-16-20,43-44-49,13-18-19
4,45-50-41,20-15-12,33-34-33,15-12-12,45-45-42,20-14-11,44-43-41,18-14-20,43-46-49,13-15-19,43-41-48,17-15-18
5,44-49-42,17-13-19,45-41-42,20-11-11,44-46-41,18-11-20,42-42-50,13-13-19,43-43-48,17-14-18,43-42-47,17-16-17
6,41-48-43,17-14-20,46-42-42,17-20-19,41-43-49,17-12-20,43-41-49,17-12-18,43-44-47,17-13-17,49-49-46,19-13-16
7,41-47-44,11-11-17,41-49-49,17-19-20,41-44-50,11-19-17,43-50-48,17-11-17,49-41-46,19-12-16,44-50-45,18-14-15
8,41-46-41,18-12-18,41-50-50,11-18-17,41-41-47,18-20-18,44-49-48,16-19-15,50-42-46,18-11-15,41-47-43,15-11-13
9,44-45-42,16-19-15,41-47-47,18-17-18,44-42-48,16-17-15,42-48-45,20-20-16,41-49-43,15-20-13,41-48-44,15-12-14
10,42-44-49,20-20-16,44-48-48,16-16-15,42-49-45,20-18-16,50-47-46,15-17-13,41-50-44,15-19-14,55-55-51,25-29-21
11,50-43-50,15-17-13,42-45-45,20-15-16,50-50-46,15-15-13,41-46-43,15-18-14,55-57-51,25-28-21,52-56-52,28-30-22
12,41-42-47,15-18-14,50-46-46,15-14-13,41-47-43,15-16-14,41-45-44,25-25-21,52-58-52,28-27-22,60-53-59,26-27-29
13,41-41-48,29-23-21,41-43-43,15-13-14,41-48-44,25-23-21,55-54-51,28-26-22,60-55-59,26-26-29,54-54-60,24-28-30
14,53-60-53,28-24-22,41-44-44,29-22-21,53-57-51,28-24-22,52-53-52,26-23-29,54-56-60,24-25-30,59-51-57,25-25-27
15,52-59-54,22-21-29,53-51-51,28-21-22,52-58-52,26-21-29,60-52-59,24-24-30,59-53-57,25-24-27,59-52-58,25-26-28
16,58-56-51,30-22-29,51-52-52,22-28-29,58-55-59,30-22-30,56-51-60,25-25-27,59-54-58,25-23-28,53-55-55,27-23-25
17,56-55-52,26-29-28,58-60-60,30-27-29,56-56-59,26-22-28,59-60-57,25-26-28,53-51-55,27-22-25,52-56-56,26-24-26
18,52-54-59,21-30-27,56-59-59,26-26-28,52-53-58,23-21-27,57-57-58,27-23-25,52-52-56,26-21-26,56-53-53,22-21-23
19,51-51-60,27-27-26,52-58-58,21-22-27,51-54-57,27-30-26,53-56-56,25-24-25,56-60-54,22-26-23,54-54-53,30-21-23
20,53-60-57,25-26-25,51-57-57,27-29-26,53-51-56,25-29-25,51-55-55,22-21-24,54-59-53,30-25-23,10-01-02,36-40-32
21,51-59-56,27-23-24,51-56-56,25-30-25,51-58-55,28-28-24,57-58-54,30-22-23,10-08-02,36-34-32,05-02-01,35-39-31
22,57-58-53,26-24-23,51-55-55,27-27-24,57-55-54,26-27-23,54-57-53,36-39-32,05-07-01,35-36-31,01-09-10,37-38-40
23,52-57-54,36-31-32,57-54-54,26-28-23,52-56-53,36-36-32,10-06-02,35-38-31,09-06-10,37-33-40,09-08-09,35-37-39
24,10-06-01,35-32-31,52-53-53,36-35-32,09-03-02,35-35-31,05-05-01,35-35-40,09-05-09,35-34-39,01-05-08,31-36-38
25,05-05-02,35-39-40,10-02-02,35-36-31,05-04-01,35-34-40,09-04-10,35-36-39,01-04-08,31-31-38,10-06-07,36-35-37
26,09-04-09,35-40-39,05-01-01,35-33-40,09-01-10,35-33-39,09-03-09,31-33-38,10-03-07,36-32-37,10-03-06,34-34-36
27,09-03-10,31-37-38,09-10-10,35-34-39,09-02-09,31-40-38,01-02-08,36-34-37,10-02-06,34-39-36,09-04-05,39-33-35
28,01-02-07,36-38-37,10-09-09,31-31-38,01-09-08,36-39-37,10-01-07,34-31-36,09-01-05,39-40-35,09-01-04,33-32-34
29,10-01-08,,01-08-08,36-32-37,10-10-07,34-38-36,08-10-06,39-32-35,09-10-04,33-37-34,09-02-03,33-31-33
30,08-10-05,,10-07-07,34-39-36,08-07-06,39-37-35,09-09-05,33-39-34,09-09-03,33-38-33,15-19-12,45-50-42
31,09-09-06,,08-06-06,,09-08-05,,09-08-04,33-40-33,,45-45-42,,44-49-41
