日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,44-43-49,16-18-18,49-45-45,18-15-16,44-50-46,16-15-13,42-46-43,17-17-14,51-57-51,27-28-21,51-56-52,27-30-22
2,42-42-48,18-17-17,44-46-46,16-14-13,42-47-43,17-16-14,47-45-44,27-26-21,51-58-52,27-27-22,53-53-59,23-27-29
3,47-41-47,27-26-26,42-43-43,17-13-14,47-48-44,27-23-21,51-54-51,27-25-22,53-55-59,23-26-29,52-54-60,28-28-30
4,51-60-56,28-26-26,47-44-44,27-22-21,51-55-51,27-24-22,51-53-52,23-24-29,52-56-60,28-25-30,60-51-57,26-25-27
5,52-59-59,26-23-23,56-55-55,28-21-26,52-56-56,23-21-29,53-52-59,28-23-30,60-53-57,26-24-27,51-52-58,21-26-28
6,60-58-58,23-24-24,52-52-56,26-30-23,60-53-53,24-22-24,52-51-60,26-22-27,51-54-58,21-23-28,51-59-55,25-23-25
7,54-57-57,25-21-21,60-59-53,24-29-24,53-54-54,25-29-21,59-60-51,25-22-21,51-51-55,25-22-25,52-60-60,26-24-30
8,59-56-56,25-22-22,54-60-54,25-28-21,59-51-51,25-30-22,59-59-52,30-29-29,52-52-60,26-21-30,60-57-57,24-21-27
9,59-55-55,30-29-29,59-57-51,25-27-22,59-52-52,29-27-29,59-58-59,26-30-30,60-59-57,24-30-27,57-58-58,28-22-28
10,59-54-54,26-30-30,59-58-52,29-26-29,60-59-59,26-28-30,52-57-60,24-27-27,58-60-58,28-29-28,09-05-05,33-36-35
11,52-53-53,24-27-27,59-55-59,26-25-30,52-60-60,24-25-27,60-56-57,27-28-28,09-07-05,33-38-35,09-06-06,33-40-36
12,60-52-52,30-26-26,52-56-60,24-24-27,60-57-57,28-26-28,58-55-58,33-35-35,09-08-06,33-37-36,04-03-03,33-37-33
13,54-51-51,34-33-33,60-53-57,30-23-26,54-60-56,33-33-35,09-04-05,33-36-36,03-05-03,33-36-33,10-04-04,36-38-34
14,09-10-10,31-34-34,54-54-56,33-32-33,09-07-03,33-34-34,09-03-06,34-33-33,10-06-04,36-35-34,08-01-01,34-35-31
15,08-07-07,37-31-31,09-01-03,31-39-34,07-08-04,37-31-31,01-02-02,36-38-32,08-03-01,34-34-31,04-08-10,38-36-40
16,01-06-06,35-32-32,07-02-04,37-38-31,01-05-01,36-32-32,10-01-02,34-35-39,04-04-10,38-33-40,07-05-07,33-33-37
17,09-05-05,31-39-39,01-10-01,35-37-32,09-06-02,40-32-39,06-08-09,38-36-40,07-01-07,33-32-37,05-06-08,31-34-38
18,01-02-02,38-40-40,09-09-02,31-31-39,01-03-09,38-31-40,04-07-10,34-33-37,05-02-08,31-37-38,01-03-05,35-32-35
19,04-01-01,34-35-35,01-08-09,38-32-40,04-04-10,34-40-37,10-06-07,31-34-38,01-10-05,35-36-35,09-04-06,33-31-36
20,09-10-10,39-36-36,04-07-10,34-39-35,10-07-05,39-39-38,09-09-08,35-31-35,09-09-06,33-35-36,15-11-13,45-50-43
21,10-09-09,34-33-33,10-06-05,39-40-36,09-08-06,33-38-33,01-08-05,33-32-36,15-18-13,45-45-43,12-12-14,48-49-44
22,09-08-08,33-34-34,09-05-06,33-37-33,09-05-03,33-37-34,09-07-04,45-47-41,12-17-14,48-46-44,18-17-19,44-48-49
23,09-07-07,45-41-41,09-04-03,33-38-34,09-06-04,45-46-41,15-16-11,44-48-42,18-16-19,44-43-49,13-18-20,43-47-50
24,15-16-16,44-42-42,09-03-04,45-45-41,15-13-11,44-45-42,20-15-12,44-45-49,13-15-20,43-44-50,17-15-17,43-46-47
25,20-15-15,42-49-49,15-12-11,44-46-42,20-14-12,44-44-49,18-14-19,43-46-50,17-14-17,43-41-47,17-16-18,43-45-48
26,18-14-14,43-50-50,20-11-12,42-43-49,18-11-19,43-43-50,13-13-20,43-43-47,17-13-18,43-42-48,19-13-15,49-44-45
27,14-13-13,43-47-47,18-20-19,43-44-50,13-12-20,43-50-47,17-12-17,43-44-48,19-12-15,49-49-45,18-14-16,44-43-46
28,17-12-12,43-48-48,13-19-20,43-41-47,17-19-17,43-49-48,17-11-18,49-41-45,18-11-16,44-50-46,16-11-13,42-42-43
29,17-11-11,,17-18-17,43-42-48,17-20-18,49-48-45,19-20-15,44-42-46,16-20-13,42-47-43,17-12-14,47-41-44
30,19-20-20,,17-17-18,49-49-45,19-17-15,44-47-46,18-19-16,42-49-43,17-19-14,47-48-44,27-29-21,51-60-51
31,18-19-19,,19-16-15,,18-18-16,,16-18-13,47-50-44,,51-55-51,,51-59-52
