日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,09-03-07,33-38-36,08-05-10,39-35-39,09-10-09,33-35-38,09-06-08,33-37-37,15-17-16,45-48-46,20-16-15,44-50-45
2,09-02-06,33-37-35,09-06-09,33-34-38,09-07-08,33-36-37,09-05-07,45-46-46,20-18-15,44-47-45,18-13-14,42-47-44
3,09-01-05,45-46-44,09-03-08,33-33-37,09-08-07,45-43-46,15-14-16,44-45-45,18-15-14,42-46-44,13-14-13,43-48-43
4,15-20-14,46-46-43,09-04-07,45-42-46,15-15-16,44-44-45,20-13-15,42-44-44,13-16-13,43-45-43,17-11-12,43-45-42
5,20-19-13,41-43-42,18-15-14,46-41-43,20-16-15,42-41-44,18-12-14,44-43-43,17-13-12,43-44-42,17-12-11,43-46-41
6,17-18-11,41-44-41,16-12-13,41-50-42,17-13-12,41-42-41,13-11-13,43-42-42,17-14-11,43-43-41,19-19-20,49-43-50
7,17-17-12,41-41-50,17-19-12,41-49-41,17-14-11,41-49-50,11-20-20,43-41-41,19-11-20,49-42-50,18-20-19,44-44-49
8,11-16-19,44-42-49,17-20-11,41-48-50,11-11-20,44-50-49,18-19-19,42-49-48,20-12-17,44-41-49,15-17-16,41-41-46
9,18-15-20,42-49-48,11-17-20,44-47-49,18-12-19,42-47-48,16-18-18,50-50-47,15-19-16,41-50-46,15-18-15,41-42-45
10,16-14-17,50-50-47,18-18-19,42-46-48,16-19-18,50-48-47,20-17-17,41-47-46,15-20-15,41-49-45,25-25-24,55-59-54
11,20-13-18,41-47-46,16-15-18,50-45-47,20-20-17,41-45-46,15-16-16,41-48-45,25-27-24,55-58-54,28-26-23,52-60-53
12,15-12-15,41-46-45,20-16-17,41-44-46,15-17-16,41-46-45,16-15-15,55-55-54,28-28-23,52-57-53,26-23-22,60-57-52
13,15-11-16,53-53-54,15-13-16,41-43-45,15-18-15,55-53-54,25-24-24,52-56-53,26-25-22,60-56-52,24-24-21,54-58-51
14,29-30-23,52-54-51,15-14-15,53-52-54,29-27-24,52-54-53,28-23-23,60-53-52,24-26-21,54-55-51,25-21-30,59-55-60
15,28-29-24,58-51-60,29-21-24,52-59-51,28-28-23,60-51-52,26-22-22,54-54-51,25-23-30,59-54-60,25-22-29,59-56-59
16,22-26-21,56-52-59,28-22-21,58-58-60,22-25-30,56-52-59,30-21-21,59-55-60,25-24-29,59-53-59,27-25-28,53-53-58
17,30-25-23,52-59-52,22-30-30,56-57-59,30-26-29,52-52-58,25-28-28,59-56-59,27-21-28,53-52-58,26-26-27,52-54-57
18,26-24-22,51-60-51,30-29-29,52-51-52,26-23-28,57-51-57,23-27-27,53-53-56,26-22-25,52-51-57,22-23-24,56-51-54
19,22-21-21,51-55-60,26-28-22,51-52-51,21-24-21,53-60-60,27-26-26,51-54-55,22-30-24,56-56-54,30-24-23,54-51-53
20,27-30-30,51-56-59,21-27-21,51-59-60,27-21-30,51-59-59,25-29-29,56-51-54,30-29-23,54-55-53,36-31-32,10-10-02
21,25-29-29,57-53-58,25-26-30,51-60-59,25-28-29,57-58-58,27-28-28,54-52-57,36-38-36,10-04-02,35-32-35,05-09-05
22,27-28-28,52-54-57,25-25-29,57-57-58,27-25-28,52-57-57,26-27-27,10-09-06,35-37-35,05-06-05,37-39-34,01-08-04
23,26-27-27,10-01-06,27-24-28,52-58-57,26-26-27,10-06-06,35-36-36,05-08-05,35-36-34,01-03-04,35-38-33,09-07-03
24,35-36-36,05-02-05,26-23-27,10-05-06,36-33-36,06-05-05,36-35-35,09-05-04,35-35-33,09-04-03,31-35-32,01-06-02
25,36-35-35,09-09-04,36-32-36,05-06-05,35-34-35,09-04-04,35-34-34,09-06-03,31-34-32,01-01-02,36-36-31,10-05-01
26,35-34-32,09-10-03,35-31-35,09-03-04,35-31-34,09-01-03,35-33-33,01-03-02,36-33-31,10-02-01,34-33-40,10-04-10
27,35-33-31,01-07-02,35-40-34,09-04-03,35-32-33,01-10-02,31-32-32,10-04-01,34-32-40,10-09-10,39-34-39,09-03-09
28,31-32-40,10-08-01,35-39-33,01-01-02,31-39-32,10-09-01,36-31-31,10-01-10,39-31-39,09-10-09,33-31-38,09-02-08
29,36-31-39,,31-38-32,10-02-01,36-40-31,08-08-10,34-40-40,09-02-09,33-40-38,09-07-08,33-32-37,09-01-07
30,34-40-38,,36-37-31,08-09-10,34-37-40,09-07-09,40-39-39,09-09-08,33-39-37,09-08-07,45-49-46,15-20-16
31,39-39-37,,34-36-40,,39-38-39,,33-38-38,09-10-07,,15-15-16,,20-19-15
