日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,27-22-27,52-57-58,25-26-24,57-54-51,27-27-21,52-56-52,26-25-22,10-06-09,35-38-40,05-07-10,35-33-37,09-07-07
2,26-21-28,10-06-05,27-23-21,52-53-52,26-28-22,10-03-09,34-34-39,05-05-10,35-35-37,09-06-07,35-34-38,09-08-08
3,34-40-35,05-05-06,26-24-22,10-02-09,34-35-39,05-04-10,35-33-40,09-04-07,35-36-38,09-05-08,31-31-35,01-05-05
4,35-39-36,04-03-03,34-31-39,05-01-10,35-36-40,09-01-07,35-32-37,09-03-08,31-33-35,01-04-05,36-32-36,10-06-06
5,35-38-33,10-04-04,35-32-40,03-10-03,35-33-37,09-02-08,35-31-38,01-02-05,36-34-36,10-03-06,34-39-33,08-03-03
6,36-37-35,08-01-01,33-39-33,10-09-04,36-34-34,08-09-01,31-40-35,10-01-06,34-31-33,08-02-03,39-40-34,09-04-04
7,34-36-34,01-02-02,36-40-34,08-08-01,34-31-31,02-10-02,32-39-32,08-10-03,39-32-34,09-01-04,33-37-31,07-01-07
8,32-35-33,07-09-09,34-37-31,02-07-02,31-32-32,07-07-09,33-38-39,07-10-10,37-39-37,09-10-01,34-38-38,10-02-08
9,33-34-32,07-10-10,32-38-32,07-06-09,33-39-39,07-08-10,33-37-40,08-07-07,34-40-38,10-09-08,42-45-45,18-19-15
10,33-33-31,08-07-07,33-35-39,07-05-10,33-40-40,07-05-07,37-36-37,10-08-08,42-47-45,18-18-15,45-46-46,16-20-16
11,37-32-40,10-08-08,33-36-40,07-04-07,38-37-37,10-06-08,34-35-38,18-15-15,46-48-46,16-17-16,41-43-43,17-17-13
12,34-31-39,18-13-11,37-33-37,10-03-08,34-38-38,18-13-15,42-44-45,15-16-16,41-45-43,17-16-13,41-44-44,17-18-14
13,42-50-48,12-14-12,34-34-38,18-12-11,42-45-45,16-14-16,46-43-46,17-13-13,41-46-44,17-15-14,42-41-41,11-15-11
14,48-49-47,17-11-19,42-41-41,12-11-12,48-48-42,17-11-19,41-42-43,17-14-14,41-43-41,11-14-11,44-42-42,18-16-12
15,41-48-46,15-12-20,48-42-42,17-18-19,41-45-49,17-12-20,41-41-50,12-11-11,44-44-42,18-13-12,42-49-49,16-13-15
16,49-45-41,19-19-17,41-49-49,15-17-20,49-46-50,19-19-17,45-50-47,18-16-18,42-41-45,16-12-19,45-46-46,12-14-16
17,45-44-50,17-20-18,49-49-50,19-16-17,45-43-47,17-11-18,44-47-48,16-13-15,46-42-46,12-11-16,41-43-43,15-11-13
18,43-43-49,19-17-15,45-48-47,17-12-18,43-44-48,14-20-15,48-46-45,12-14-16,41-49-43,15-20-13,49-44-44,13-11-14
19,49-50-49,18-16-14,43-47-48,19-19-15,49-41-45,12-19-16,46-45-46,18-11-13,49-49-44,13-15-14,53-51-51,29-30-21
20,46-49-50,18-13-11,49-46-45,18-20-14,46-42-46,18-18-13,42-48-43,13-12-14,53-58-51,29-24-21,51-52-52,27-29-22
21,42-48-47,17-14-12,44-45-44,18-17-11,42-45-41,17-17-12,47-47-44,29-29-21,51-57-52,27-23-22,53-59-59,23-28-29
22,47-47-48,27-21-29,42-44-41,17-18-12,47-46-42,27-26-29,51-56-59,27-30-22,53-56-59,23-23-29,56-60-60,28-27-28
23,51-56-55,27-22-30,47-43-42,27-25-29,51-53-59,27-25-30,51-55-60,23-25-27,52-55-58,30-24-30,52-55-55,26-26-25
24,51-55-56,23-29-27,51-52-59,27-26-30,51-54-60,23-24-27,53-54-57,28-26-28,52-54-55,26-21-25,51-56-56,21-25-26
25,53-54-53,28-30-28,51-51-60,23-23-27,53-51-57,28-23-28,52-53-58,26-23-25,51-53-56,21-22-26,51-53-53,25-24-23
26,52-53-54,26-27-25,53-60-57,28-24-28,52-52-58,26-22-25,52-52-55,21-24-26,51-52-53,25-29-23,51-54-54,25-23-24
27,60-52-51,21-28-26,52-59-58,26-21-25,60-59-55,21-29-26,51-51-56,25-21-23,51-51-54,25-30-24,57-51-51,27-22-21
28,51-51-52,25-25-23,60-58-55,21-22-26,51-60-56,25-28-23,51-60-53,25-22-24,57-60-51,27-27-21,51-52-52,26-21-22
29,51-60-59,,51-57-56,25-29-23,51-57-53,25-27-24,51-59-54,27-29-21,52-59-52,26-28-22,10-09-09,34-40-39
30,51-59-60,,51-56-53,25-30-24,51-58-54,27-26-21,57-58-51,26-30-22,10-08-09,34-35-39,05-10-10,35-39-40
31,57-58-57,,51-55-54,,57-55-51,,52-57-52,34-37-39,,35-36-40,,35-38-37
