日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,35-39-36,09-04-03,34-31-39,05-01-10,35-36-40,09-01-07,35-32-37,09-03-08,31-33-35,01-04-05,36-32-36,10-06-06
2,35-38-33,09-03-04,35-32-40,09-10-07,35-33-37,09-02-08,35-31-38,01-02-05,36-34-36,10-03-06,34-39-33,08-03-03
3,35-37-34,01-02-01,35-39-37,09-09-08,35-34-38,01-09-05,31-40-35,10-01-06,34-31-33,08-02-03,39-40-34,09-04-04
4,31-36-31,01-02-02,35-40-38,01-08-05,31-31-35,10-10-06,36-39-36,08-10-03,39-32-34,09-01-04,33-37-31,09-01-01
5,36-35-32,07-09-09,31-37-35,02-07-02,36-32-36,08-07-03,34-38-33,09-09-04,33-39-31,09-10-01,33-38-32,09-02-02
6,33-34-32,07-10-10,32-38-32,07-06-09,33-39-39,07-08-10,39-37-34,09-08-01,33-40-32,09-09-02,45-45-49,15-19-19
7,33-33-31,08-07-07,33-35-39,07-05-10,33-40-40,07-05-07,37-36-37,09-07-02,45-47-49,15-18-19,44-46-50,16-20-16
8,37-32-40,10-08-08,33-36-40,07-04-07,38-37-37,10-06-08,34-35-38,18-15-15,46-48-46,20-17-20,41-43-43,17-17-13
9,34-31-39,18-15-15,37-33-37,10-03-08,34-38-38,18-13-15,42-44-45,15-16-16,41-45-43,17-16-13,41-44-44,17-18-14
10,42-50-48,15-16-16,34-34-38,18-12-15,42-45-45,16-14-16,46-43-46,17-13-13,41-46-44,17-15-14,42-41-41,11-15-11
11,46-49-47,17-13-13,42-41-45,16-11-16,45-46-46,17-11-13,41-42-43,17-14-14,41-43-41,11-14-11,44-42-42,18-16-12
12,41-48-46,17-12-20,46-42-46,17-20-13,41-43-43,17-12-14,41-41-44,12-11-11,44-44-42,18-13-12,42-49-49,16-13-19
13,41-47-45,19-19-17,41-49-43,17-19-20,41-44-44,11-19-11,41-50-41,18-12-12,42-41-49,16-12-19,49-50-50,20-14-20
14,45-46-44,18-20-18,41-50-50,19-18-17,45-43-47,18-20-18,44-49-42,16-19-19,50-42-50,20-11-20,41-47-47,15-11-17
15,44-45-43,14-17-15,45-47-47,18-15-18,44-44-48,16-17-15,42-48-45,19-20-20,41-49-47,15-20-17,41-48-48,15-12-14
16,48-42-48,12-18-16,44-48-48,14-14-15,48-41-45,12-18-16,46-47-46,15-11-13,41-50-44,15-19-18,53-51-51,29-29-21
17,46-41-47,18-15-13,48-46-45,12-13-16,46-42-46,18-18-13,41-44-43,15-12-14,53-57-51,29-28-21,51-52-52,28-30-22
18,42-50-46,17-16-14,46-45-46,18-17-13,42-49-43,13-17-14,49-43-44,29-29-21,52-58-52,28-27-22,58-59-59,22-28-29
19,47-47-48,27-21-29,42-44-43,17-18-14,47-50-44,29-26-21,53-52-51,27-30-22,58-56-59,22-22-29,56-60-60,30-27-30
20,53-56-55,27-22-30,47-43-44,27-25-29,53-57-51,27-25-22,51-55-52,22-27-29,56-55-60,30-21-30,52-57-57,26-26-27
21,51-55-56,23-29-27,51-52-59,27-26-30,51-54-60,23-24-27,53-54-59,30-28-30,52-54-57,26-30-27,51-58-58,21-25-28
22,53-54-53,28-30-28,51-51-60,23-23-27,53-51-57,28-23-28,52-53-58,26-25-27,51-53-58,21-22-28,53-55-55,25-24-23
23,52-53-54,26-27-25,53-60-57,28-24-28,52-52-58,26-22-25,52-52-55,21-24-26,51-52-53,27-29-25,51-54-54,25-23-24
24,52-52-51,21-28-26,52-59-58,26-21-25,52-59-55,21-21-26,51-51-56,25-21-23,51-51-54,25-30-24,57-51-51,27-22-21
25,51-51-52,25-25-23,52-58-55,21-22-26,51-60-56,25-30-23,51-60-53,25-22-24,57-60-51,27-27-21,51-52-52,26-21-22
26,51-60-59,25-26-24,51-57-56,25-29-23,51-57-53,25-29-24,51-59-54,27-29-21,52-59-52,26-28-22,10-09-09,36-40-39
27,51-59-60,27-23-21,51-56-53,25-30-24,51-58-54,27-26-21,57-58-51,26-30-22,10-08-09,36-35-39,05-10-10,35-39-40
28,57-58-57,26-24-22,51-55-54,27-27-21,57-55-51,26-25-22,52-57-52,36-37-39,05-07-10,35-36-40,09-07-07,35-38-37
29,52-57-58,,57-54-51,26-28-22,52-56-52,34-34-39,10-06-09,35-38-40,09-06-07,35-33-37,09-08-08,35-37-38
30,10-06-05,,52-53-52,34-35-39,10-03-09,35-33-40,05-05-10,35-35-37,09-05-08,35-34-38,01-05-05,31-36-35
31,05-05-06,,10-02-09,,05-04-10,,09-04-07,35-36-38,,31-31-35,,36-35-36
