日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,43-45-47,19-20-16,43-48-42,19-16-19,50-49-49,18-18-20,44-47-50,16-18-17,47-50-48,17-19-18,51-55-55,27-29-25
2,49-44-46,18-19-15,49-45-49,18-15-20,44-50-50,16-15-17,42-46-47,17-17-18,51-57-55,27-28-25,51-56-56,27-30-26
3,44-43-45,16-18-14,44-46-50,16-14-17,42-47-47,17-16-18,47-45-48,27-26-25,51-58-56,27-27-26,54-53-53,23-27-23
4,42-42-44,17-17-13,42-43-47,17-13-18,47-48-48,27-23-25,51-54-55,27-25-26,53-55-53,23-26-23,52-54-54,28-28-24
5,47-41-43,25-25-22,41-44-43,25-22-22,55-55-52,27-24-26,51-53-56,23-24-23,52-56-54,28-25-24,60-51-51,26-25-21
6,55-60-51,28-26-21,55-51-52,28-21-21,52-56-51,26-21-30,53-52-53,28-23-24,60-53-51,26-24-21,51-52-52,21-26-22
7,52-59-52,26-23-30,52-52-51,36-30-30,60-53-60,24-22-29,54-51-59,25-21-28,59-54-57,21-23-22,59-59-56,29-23-26
8,60-58-59,24-24-29,60-59-60,24-29-29,54-54-59,25-29-28,59-60-58,25-22-27,59-51-56,29-22-26,52-60-55,26-24-25
9,54-57-60,25-21-28,54-60-59,25-28-28,59-51-58,25-30-27,59-59-57,29-29-26,52-52-55,26-21-25,60-57-54,24-21-24
10,59-56-57,25-22-27,59-57-58,25-27-27,59-52-57,29-27-26,59-58-56,26-30-25,60-59-54,24-30-24,58-58-53,28-22-23
11,59-55-58,29-29-26,59-58-57,29-26-26,59-59-56,26-28-25,52-57-55,24-27-24,58-60-53,28-29-23,09-05-02,33-39-32
12,59-54-56,26-30-25,59-55-56,26-25-25,52-60-55,24-25-24,60-56-54,28-28-23,09-07-02,33-38-32,09-06-01,33-40-31
13,41-53-56,24-25-24,52-56-55,23-24-24,60-59-54,28-26-23,58-55-53,33-35-32,09-08-01,33-37-31,03-03-10,33-37-40
14,60-52-53,30-26-23,60-53-54,30-23-23,54-60-53,33-33-32,09-04-02,33-36-31,03-05-10,33-36-40,10-04-09,36-38-39
15,54-51-54,33-33-40,54-54-51,33-40-40,09-07-10,33-34-31,09-09-01,37-37-40,10-06-09,36-35-39,08-07-08,34-35-38
16,09-08-01,31-34-39,10-02-10,31-39-39,07-08-09,37-31-38,01-02-10,36-38-39,08-03-08,34-34-38,04-08-07,38-36-37
17,07-07-01,37-31-38,07-01-09,37-38-38,01-05-08,35-33-37,10-09-07,39-35-36,04-04-05,38-33-37,07-05-04,33-33-34
18,01-06-10,35-32-34,01-10-03,35-34-34,09-06-04,40-32-36,06-08-06,38-36-35,10-02-04,33-38-34,05-06-03,31-33-33
19,09-03-09,31-39-31,09-09-04,32-31-31,01-03-01,38-31-32,04-07-05,34-33-34,05-01-03,31-37-33,01-03-02,35-32-32
20,01-02-08,36-38-32,01-08-01,36-32-32,10-10-02,34-40-39,10-10-09,39-34-40,01-10-07,35-36-32,09-04-08,33-31-38
21,10-01-07,34-35-39,10-07-02,34-39-39,10-07-09,34-39-40,09-09-10,35-31-37,09-09-08,33-38-38,15-11-15,45-50-45
22,10-10-06,39-36-40,10-06-09,39-40-40,09-08-10,33-38-37,09-08-07,33-40-38,15-18-15,46-45-45,20-20-16,44-49-46
23,09-09-05,33-33-37,09-05-10,33-37-37,09-05-07,33-37-38,09-07-08,45-47-45,20-17-16,44-46-46,18-17-13,44-48-43
24,09-08-04,33-34-38,09-04-07,33-38-38,09-06-08,45-46-45,15-16-15,44-48-46,18-16-13,44-43-43,13-18-14,43-47-44
25,09-07-03,45-41-45,09-03-08,46-45-45,15-13-15,44-45-46,20-15-16,44-45-43,13-15-14,43-44-44,17-15-11,43-46-41
26,15-16-12,44-42-46,15-12-15,44-46-46,20-14-16,44-44-43,18-14-13,43-46-44,17-14-11,43-41-41,17-16-12,43-45-42
27,20-15-11,42-49-43,20-11-16,42-43-43,18-11-13,43-41-44,13-13-14,43-43-41,17-13-12,43-42-42,19-13-19,49-44-49
28,18-14-20,43-50-44,18-20-13,43-44-44,13-12-14,43-50-41,17-12-11,43-44-42,19-12-19,50-49-49,18-14-20,44-43-50
29,13-13-19,43-47-41,13-19-14,43-41-41,17-19-11,43-49-42,17-11-12,49-41-49,18-11-20,44-50-50,16-11-17,42-42-47
30,17-12-18,,17-18-11,43-42-42,17-20-12,49-48-49,19-20-19,44-42-50,16-20-17,42-47-47,17-12-18,47-41-48
31,17-11-17,,17-17-12,,11-17-19,,18-19-20,42-49-47,,47-48-48,,51-60-55
