日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,08-04-01,39-28-21,10-08-03,34-36-31,08-09-02,39-38-31,09-07-01,33-38-40,09-10-09,33-39-39,15-15-18,45-49-48
2,09-03-02,33-38-39,08-05-02,39-35-31,09-10-01,33-35-40,09-06-10,33-37-39,15-17-18,45-48-48,20-16-17,44-50-47
3,09-02-09,33-37-40,09-06-01,33-34-40,09-07-10,33-36-39,09-05-09,45-46-48,20-18-17,44-47-47,18-13-16,42-47-46
4,09-01-10,42-45-47,09-03-10,33-33-39,09-08-09,45-43-48,15-14-18,44-45-47,18-15-16,42-46-46,13-14-15,43-48-45
5,15-20-17,46-46-48,10-08-10,42-42-47,15-15-18,44-44-47,20-13-17,42-44-46,13-16-15,43-45-45,17-11-14,43-45-44
6,16-19-16,41-43-45,18-11-17,46-41-48,16-16-18,41-41-45,18-12-16,43-43-45,17-13-14,43-44-44,17-12-13,43-46-43
7,17-18-13,41-44-46,16-12-18,41-50-45,17-13-15,41-42-46,17-11-16,43-42-44,17-14-13,44-43-43,19-19-12,42-43-41
8,17-17-14,41-41-43,17-19-15,41-49-46,17-14-16,41-49-43,11-20-13,44-42-44,16-11-11,49-42-42,20-20-12,50-44-42
9,11-16-11,44-42-44,17-20-16,41-48-43,11-11-13,44-50-44,18-19-14,42-49-41,20-12-12,50-41-42,15-17-19,41-41-49
10,18-15-12,42-49-41,11-17-13,44-47-44,18-12-14,42-47-41,16-18-11,50-50-42,15-19-19,41-50-49,15-18-20,41-42-50
11,16-14-19,50-50-42,18-18-14,42-46-41,16-19-11,50-48-42,20-17-12,41-47-49,15-20-20,41-49-50,25-25-27,55-59-57
12,20-13-20,41-45-49,16-15-11,50-45-41,20-20-12,41-45-49,15-16-19,41-48-50,25-27-27,55-58-57,28-26-28,52-60-58
13,15-12-17,41-46-50,20-16-12,41-44-49,15-17-19,41-46-50,15-15-20,55-55-57,27-28-28,52-57-58,26-23-25,60-57-55
14,15-11-12,53-53-57,15-13-19,41-43-50,15-20-20,53-53-57,25-24-27,52-56-58,26-25-25,60-56-55,24-24-26,54-58-56
15,29-30-29,51-54-57,15-14-20,53-60-57,29-27-27,52-54-58,28-23-28,60-53-55,24-26-26,54-55-56,25-21-23,59-55-53
16,28-27-30,58-51-56,29-21-27,51-59-57,27-28-28,58-51-55,26-22-25,56-58-56,25-23-23,59-54-53,25-28-24,59-56-54
17,22-26-27,56-52-55,27-21-27,58-58-56,22-25-26,56-53-55,30-29-26,59-55-53,25-24-24,59-53-54,27-25-21,53-53-51
18,30-25-28,52-59-54,22-30-26,56-54-55,30-26-25,52-52-54,26-28-24,57-56-54,27-21-21,53-52-51,26-26-22,51-53-51
19,26-22-25,51-58-53,30-29-25,52-51-54,26-23-24,51-51-53,23-27-23,53-53-52,25-21-21,52-57-52,22-23-30,56-52-60
20,21-21-26,51-55-52,26-28-24,51-52-53,21-24-23,53-60-52,27-30-22,51-54-51,22-30-30,56-56-60,30-24-29,54-51-59
21,25-30-21,51-56-51,21-27-23,51-59-52,25-27-22,51-59-51,25-29-21,57-51-60,30-29-29,54-55-59,36-31-38,10-10-08
22,25-29-22,57-53-60,25-26-22,51-60-51,25-28-21,57-58-60,27-28-30,54-52-59,36-38-38,10-05-08,35-32-37,05-09-07
23,27-28-29,52-54-59,25-25-21,57-57-60,27-25-30,52-57-59,26-27-29,10-07-08,35-37-37,05-06-07,35-37-36,09-08-06
24,26-27-30,10-01-08,27-24-30,52-58-59,26-26-29,10-06-08,36-36-38,05-08-07,35-36-36,09-03-06,35-38-35,09-07-05
25,36-36-37,05-02-07,26-23-29,10-05-08,36-33-38,05-05-07,35-35-37,09-05-06,36-35-35,09-04-05,31-35-34,01-06-04
26,35-35-38,09-09-06,36-32-38,05-06-07,35-34-37,09-04-06,35-34-36,09-06-05,31-34-34,01-01-04,36-36-33,10-05-03
27,35-34-35,09-10-05,35-31-37,09-03-06,35-31-36,09-01-05,35-33-35,01-03-04,36-33-33,10-02-03,34-33-32,10-04-02
28,35-33-36,01-07-04,35-40-36,09-04-05,35-32-35,01-10-04,31-32-34,10-04-03,34-32-32,10-09-02,39-34-31,09-03-01
29,31-32-33,,35-39-35,01-01-04,31-39-34,10-09-03,36-31-33,08-01-02,39-31-31,09-10-01,33-31-40,09-02-10
30,36-31-34,,31-38-34,10-02-03,36-40-33,08-08-02,34-40-32,09-02-01,33-40-40,09-07-10,33-32-39,09-01-09
31,34-40-31,,36-37-33,,34-37-32,,39-39-31,09-09-10,,09-08-09,,15-20-18
