日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,31-36-37,10-01-08,35-40-39,01-08-08,31-31-38,10-10-07,36-39-37,08-10-06,39-32-35,09-01-05,33-37-34,09-01-04
2,36-35-38,08-10-05,31-37-38,10-07-07,36-32-37,08-07-06,34-38-36,09-09-05,33-39-34,09-10-04,33-38-33,09-02-03
3,34-34-35,09-09-06,36-38-37,08-06-06,34-39-36,09-08-05,39-37-35,09-08-04,33-40-33,09-09-03,45-45-42,15-19-12
4,39-33-36,09-08-03,34-35-36,09-05-05,39-40-35,09-05-04,33-36-34,09-07-03,45-47-42,15-18-12,44-46-41,20-20-11
5,33-32-33,10-08-04,39-36-35,09-04-04,33-37-34,09-06-03,33-35-33,15-16-12,44-48-41,20-17-11,42-43-50,18-17-20
6,34-31-38,18-15-11,37-33-33,10-03-04,34-37-34,18-13-11,45-44-42,20-15-11,42-45-50,18-16-20,43-43-50,13-18-19
7,42-50-45,16-16-12,33-34-34,18-12-11,42-45-41,16-14-12,44-43-41,18-14-20,43-46-49,13-15-19,43-41-48,17-15-18
8,46-49-46,17-13-19,42-41-41,16-11-12,46-46-42,17-11-19,41-42-49,17-14-20,41-43-47,17-14-18,44-42-48,18-16-18
9,41-48-43,17-14-20,46-42-42,17-20-19,41-43-49,17-12-20,41-41-50,11-11-17,44-44-48,18-13-18,42-49-45,16-13-15
10,41-47-44,11-11-17,41-49-49,17-19-20,41-44-50,11-19-17,41-50-47,18-12-18,42-41-45,16-12-15,50-50-46,20-14-16
11,41-46-41,18-12-18,41-50-50,11-18-17,41-41-47,18-20-18,44-49-48,16-19-15,50-42-46,20-11-16,41-47-43,15-11-13
12,44-45-42,16-19-15,41-47-47,18-17-18,44-42-48,16-17-15,42-48-45,20-20-16,41-49-43,15-20-13,41-48-44,15-12-14
13,42-44-49,12-18-16,44-48-48,16-16-15,42-49-45,20-18-16,50-47-46,15-17-13,41-50-44,15-19-14,55-55-51,25-29-21
14,46-43-48,15-15-13,42-45-45,12-15-16,46-42-46,15-15-13,41-46-43,15-18-14,55-57-51,25-28-21,52-56-52,28-30-22
15,41-42-45,13-16-14,45-46-46,15-14-13,41-49-43,15-16-14,41-45-44,25-25-21,52-58-52,28-27-22,60-53-59,26-24-29
16,49-49-46,29-23-22,41-43-43,13-11-14,49-50-44,29-23-21,53-54-51,28-30-22,60-55-59,26-26-29,56-60-60,30-28-30
17,53-58-53,27-24-21,49-43-43,29-30-22,53-57-52,27-25-21,52-53-52,26-27-29,56-56-60,30-25-30,59-57-57,25-25-27
18,51-57-54,23-21-30,53-52-52,27-29-21,51-58-51,22-24-30,58-60-59,30-28-30,59-53-57,25-24-27,57-58-58,23-26-28
19,53-54-51,30-30-29,52-51-51,23-23-30,53-55-60,30-23-29,56-59-59,26-25-28,57-53-57,23-29-28,53-55-56,27-24-26
20,56-53-52,26-27-28,53-60-60,30-24-29,56-56-59,26-22-28,52-58-58,23-26-27,53-52-56,27-28-26,51-56-55,27-23-25
21,52-52-57,21-28-27,52-59-59,26-21-28,52-59-58,21-21-27,51-51-57,27-23-26,51-51-55,25-24-27,57-53-54,27-22-24
22,51-51-58,25-25-26,52-58-58,21-22-27,51-60-57,25-30-26,53-60-56,25-24-25,57-59-54,27-27-24,54-54-53,30-21-23
23,51-60-55,25-26-25,51-57-57,25-29-26,51-57-56,25-29-25,51-59-55,27-29-24,52-59-53,30-28-23,10-09-02,36-40-32
24,51-59-56,27-23-24,51-56-56,25-30-25,51-58-55,27-28-24,57-58-54,26-30-23,10-08-02,36-35-32,05-10-01,35-39-31
25,57-58-53,26-24-23,51-55-55,27-27-24,57-55-54,26-27-23,52-57-53,36-37-32,05-07-01,35-36-31,09-07-10,35-38-40
26,52-57-54,34-31-32,57-54-54,26-28-23,52-56-53,36-36-32,10-06-02,35-38-31,09-06-10,35-33-40,09-08-09,35-37-39
27,10-06-01,35-32-31,52-53-53,34-35-32,10-03-02,35-33-31,05-05-01,35-35-40,09-05-09,35-34-39,01-05-08,31-36-38
28,05-05-02,35-39-40,10-02-02,35-36-31,05-04-01,35-32-40,09-04-10,35-36-39,01-04-08,31-31-38,10-06-07,36-35-37
29,09-04-09,,05-01-01,35-33-40,09-01-10,35-31-39,09-03-09,31-33-38,10-03-07,36-32-37,08-03-06,34-34-36
30,09-03-10,,09-10-10,35-34-39,09-02-09,31-40-38,01-02-08,36-34-37,08-02-06,34-39-36,09-04-05,39-33-35
31,01-02-07,,10-09-09,,01-09-08,,10-01-07,34-31-36,,39-40-35,,33-32-34
