日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,25-26-26,52-51-60,28-30-23,60-58-52,26-21-22,51-60-51,21-29-21,51-60-60,25-22-29,51-51-59,27-27-28,57-51-58
2,21-25-25,51-60-54,26-27-22,51-57-51,21-22-21,51-57-60,25-28-30,51-59-59,27-29-28,57-60-58,26-28-27,52-52-57
3,25-24-24,51-59-53,21-28-21,51-56-60,25-29-30,51-58-59,25-27-29,57-58-58,26-30-27,52-59-57,34-35-36,10-09-06
4,25-23-23,60-57-52,25-25-30,51-55-59,25-30-29,57-55-58,27-26-28,52-57-57,34-37-36,10-08-06,35-36-35,05-10-05
5,27-22-22,57-58-51,26-30-23,60-54-52,27-27-28,52-56-57,26-25-27,10-06-06,35-38-35,05-07-05,35-33-34,09-07-04
6,28-21-22,09-05-10,24-23-22,58-53-51,28-28-21,09-03-10,34-34-40,06-05-05,35-35-34,09-06-04,35-34-33,09-08-03
7,33-40-39,09-06-09,28-24-21,09-02-10,33-35-40,09-04-09,33-33-39,03-02-08,35-36-33,09-05-03,31-31-32,08-05-06
8,33-39-40,03-03-08,33-31-40,09-01-09,33-36-39,03-01-08,33-32-38,10-04-07,34-33-36,08-03-06,32-32-35,02-06-05
9,33-38-37,10-04-07,33-32-39,03-10-08,33-33-38,10-02-07,36-31-37,08-01-06,32-34-35,02-03-05,33-39-34,07-03-04
10,36-37-38,08-01-06,33-39-38,10-09-07,36-34-37,08-09-06,34-40-36,02-02-05,33-31-34,07-02-04,33-40-33,07-04-03
11,34-36-35,02-02-05,36-40-37,08-08-06,34-31-36,02-10-05,32-39-35,07-09-04,33-32-33,07-01-03,37-37-32,07-01-02
12,32-35-36,07-07-04,34-37-36,02-07-05,32-32-35,07-07-04,33-38-34,07-10-03,37-39-32,07-10-02,34-38-31,10-02-01
13,33-34-33,07-08-03,32-38-35,07-06-04,33-39-34,07-08-03,33-37-33,07-07-02,34-40-31,10-09-01,42-45-50,18-19-20
14,33-33-34,01-05-10,33-35-34,07-05-03,33-32-33,01-05-02,37-36-32,10-08-01,42-47-50,18-18-20,46-46-49,16-20-19
15,35-32-31,09-06-09,33-36-33,01-02-10,35-39-32,10-06-01,34-35-31,18-15-20,46-48-49,16-17-19,41-43-48,17-17-18
16,34-39-32,14-13-18,35-33-40,09-01-09,34-40-39,14-13-18,42-44-50,12-20-19,41-45-48,17-16-18,41-50-47,17-18-17
17,50-48-50,12-14-15,33-33-39,14-20-18,50-47-48,12-15-17,48-41-47,17-17-18,41-46-47,17-15-17,45-47-46,19-15-14
18,48-47-49,18-11-14,50-42-48,12-16-15,48-48-47,18-14-16,44-50-46,15-18-15,45-43-44,19-14-16,44-48-43,17-15-13
19,43-44-48,13-20-13,48-41-45,18-13-14,44-45-44,14-13-13,49-49-45,19-15-14,44-43-43,18-19-13,48-45-42,14-14-12
20,43-43-47,17-17-12,44-50-44,13-14-13,43-46-43,19-12-12,45-42-42,17-16-13,48-42-42,14-18-12,46-46-41,12-13-19
21,43-42-46,17-18-11,43-49-43,17-11-12,43-49-42,17-11-11,43-41-41,19-13-20,46-41-49,12-17-11,42-43-48,18-12-18
22,43-41-45,19-15-20,43-48-42,17-12-11,43-50-41,19-20-20,49-50-50,12-14-19,42-50-48,18-17-18,47-44-47,17-11-17
23,49-50-44,18-16-19,43-47-41,19-19-20,49-47-50,18-19-19,44-49-49,18-19-18,47-49-47,17-18-17,51-59-56,27-30-26
24,44-49-43,18-13-18,49-46-50,18-20-19,44-48-49,17-18-18,42-48-48,17-20-17,51-58-56,27-25-26,51-60-55,27-29-25
25,42-48-42,17-14-17,44-45-49,18-17-18,42-45-48,18-17-17,48-47-47,27-27-26,51-57-55,27-26-25,53-57-54,23-28-24
26,47-47-41,27-21-26,42-44-48,17-18-17,47-46-47,27-26-26,51-56-56,27-28-25,53-56-54,23-23-24,52-58-53,28-27-23
27,51-56-60,27-22-25,47-43-47,27-25-26,51-53-56,27-23-25,51-55-55,23-25-24,52-55-53,28-24-23,52-55-52,26-26-22
28,51-55-59,23-29-24,51-52-56,27-26-25,51-54-55,23-22-24,53-54-54,28-26-23,52-54-52,26-21-22,51-56-51,21-25-21
29,53-54-58,,51-51-55,23-23-24,53-51-54,28-21-23,52-53-53,26-23-22,51-53-51,21-22-21,51-53-60,25-24-30
30,52-53-57,,53-60-54,28-24-23,52-52-53,26-30-22,60-52-52,21-24-21,51-52-60,25-29-30,51-54-59,25-23-29
31,60-52-56,,52-59-53,,60-59-52,,52-51-51,25-21-30,,25-30-29,,27-22-28
