日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,35-37-38,01-02-05,35-40-37,01-08-06,31-31-36,10-10-05,36-39-35,08-10-04,39-32-33,09-01-03,33-37-31,09-01-02
2,31-36-35,10-01-06,31-37-36,10-07-05,36-32-35,08-07-04,34-38-34,09-09-03,33-39-32,09-10-02,33-38-31,09-02-01
3,36-35-36,08-10-03,36-38-35,08-06-04,34-39-34,09-08-03,39-37-33,09-08-02,33-40-31,09-09-01,45-45-50,15-19-20
4,34-34-33,07-10-04,34-35-34,07-05-04,39-40-33,09-05-02,33-36-32,09-07-01,45-47-50,15-18-20,44-46-49,20-20-19
5,39-33-34,07-07-01,33-36-34,07-04-01,37-37-31,10-06-02,33-35-31,15-16-20,44-48-49,20-17-19,42-43-48,18-17-18
6,37-32-37,10-08-02,37-33-31,10-03-02,34-38-32,18-13-19,42-43-49,20-15-19,42-45-48,18-16-18,43-44-47,13-18-17
7,34-31-38,18-15-19,34-34-32,18-12-19,42-45-49,16-14-20,46-43-50,17-13-17,41-46-48,13-15-17,41-41-45,11-15-15
8,42-50-45,16-16-20,42-41-49,16-11-20,46-46-50,17-11-17,41-42-47,17-14-18,41-43-45,11-14-15,44-42-46,18-16-16
9,46-49-46,17-13-17,46-42-50,17-20-17,41-43-47,17-12-18,41-41-48,11-11-15,44-44-46,18-13-16,42-49-43,16-13-13
10,41-48-43,17-14-18,41-49-47,17-19-18,41-44-48,11-19-15,41-50-45,18-12-16,42-41-43,16-12-13,50-50-44,20-14-14
11,41-47-44,11-11-15,41-50-48,11-18-15,41-41-45,18-20-16,44-49-46,16-19-13,50-42-44,20-11-14,41-47-41,15-11-11
12,41-46-41,18-20-16,41-47-45,18-17-16,44-42-46,16-17-13,42-48-43,20-20-14,41-49-41,15-20-11,41-48-42,15-12-12
13,44-45-42,16-17-13,44-48-46,16-16-13,42-41-43,12-18-14,50-47-44,15-17-11,41-50-42,15-19-12,55-55-59,25-29-29
14,42-44-45,12-18-14,42-45-43,12-13-14,46-42-44,15-15-11,41-46-41,15-18-12,55-57-59,25-28-29,52-56-60,28-30-30
15,46-43-46,18-15-12,46-46-44,18-12-12,41-49-41,13-16-12,41-45-42,30-29-29,52-58-60,28-27-30,60-59-57,26-27-27
16,41-50-43,13-16-11,42-44-42,13-11-11,49-50-41,29-26-30,53-54-59,28-30-30,60-55-57,26-26-27,56-60-58,30-28-28
17,49-49-44,29-23-30,49-43-41,29-25-30,53-57-60,27-25-29,52-51-60,22-27-27,56-56-58,30-25-28,59-57-55,26-25-25
18,53-58-51,27-24-29,53-52-60,27-26-29,51-58-59,23-24-28,58-60-58,30-28-27,52-54-56,25-30-25,57-58-55,23-25-25
19,51-55-52,23-29-28,51-51-59,23-23-28,53-55-58,30-23-27,56-59-57,26-25-26,57-53-55,23-29-25,53-55-54,27-24-24
20,53-54-59,28-30-27,53-60-58,28-24-27,52-52-57,26-22-26,52-52-56,21-26-25,53-52-54,27-28-24,51-56-53,25-23-23
21,52-53-58,26-27-26,52-59-57,26-21-26,52-59-56,21-21-25,51-51-55,27-23-24,51-51-53,25-30-23,57-53-52,27-22-22
22,52-52-55,21-28-25,52-58-56,21-22-25,51-60-55,25-30-24,51-60-54,25-22-23,57-60-52,27-27-22,52-52-51,26-21-21
23,51-51-56,25-25-24,51-57-55,25-29-24,51-57-54,25-29-23,51-59-53,27-29-22,52-59-51,26-28-21,10-09-10,36-40-40
24,51-60-53,25-26-23,51-56-54,25-30-23,51-58-53,27-28-22,57-58-52,26-30-21,10-08-10,36-35-40,05-10-10,35-39-39
25,51-59-54,27-23-22,51-55-53,27-27-22,57-55-52,26-27-21,52-57-51,36-37-40,05-07-09,35-36-39,09-07-08,35-38-38
26,57-58-54,26-24-21,57-54-52,26-28-21,52-56-51,34-34-40,10-06-10,35-38-39,09-06-08,35-33-38,09-08-07,35-37-37
27,52-57-52,34-31-40,52-53-51,34-35-40,10-03-10,35-33-39,05-05-09,35-35-38,09-05-07,35-34-37,01-05-06,31-36-36
28,10-06-09,35-32-39,10-02-10,35-36-39,05-04-09,35-32-38,09-04-08,35-36-37,01-04-06,31-31-36,10-06-05,36-35-35
29,05-05-10,35-39-38,05-01-09,35-33-38,09-01-08,35-31-37,09-03-07,31-33-36,10-03-05,36-32-35,08-03-04,33-34-34
30,09-04-07,,09-10-08,35-34-37,09-02-07,31-40-36,01-02-06,36-34-35,08-02-04,34-39-34,09-04-03,39-33-33
31,09-03-08,,09-09-07,,01-09-06,,10-01-05,34-31-34,,39-40-33,,33-32-32
