日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,42-48-48,13-13-17,44-42-45,18-20-14,42-43-44,13-12-13,43-41-43,17-12-12,43-44-41,17-13-11,49-49-50,19-13-20
2,43-47-47,17-12-16,42-49-44,13-19-13,43-44-43,17-19-12,43-50-42,17-11-11,49-41-50,19-12-20,44-50-49,18-14-19
3,43-46-46,17-11-15,43-50-43,17-18-12,43-41-42,17-20-11,43-49-41,19-20-20,44-42-49,18-11-19,42-47-48,16-11-18
4,43-45-45,16-19-14,43-47-42,17-17-11,43-42-41,19-17-20,49-48-50,18-19-19,42-49-48,16-20-18,47-48-47,17-12-17
5,42-44-43,20-20-13,44-48-45,16-16-14,42-49-44,20-18-13,44-47-49,16-18-18,47-50-47,17-19-17,51-55-56,27-29-26
6,50-43-44,15-17-12,42-45-44,20-15-13,50-50-43,15-15-12,42-46-48,18-17-17,51-57-56,27-28-26,51-56-55,27-30-25
7,41-42-41,15-18-11,50-46-43,15-14-12,41-47-42,15-16-11,41-45-41,25-25-30,52-58-59,27-27-25,60-53-58,26-27-28
8,41-41-42,25-25-30,41-43-42,15-13-11,41-48-41,25-23-30,55-54-60,28-26-29,60-55-58,26-26-28,54-54-57,24-28-27
9,55-60-59,28-26-29,41-44-41,25-22-30,55-55-60,28-24-29,52-53-59,26-23-28,54-56-57,24-25-27,59-51-56,25-25-26
10,52-59-60,26-23-28,55-51-60,28-21-29,52-56-59,26-21-28,60-52-58,24-24-27,59-53-56,25-24-26,59-52-55,25-26-25
11,60-58-57,24-24-27,52-52-59,26-30-28,60-53-58,24-22-27,54-51-57,25-21-26,59-54-55,25-23-25,59-59-54,29-23-24
12,54-57-58,25-29-26,60-59-58,24-29-27,54-54-57,25-29-26,59-60-56,25-22-25,59-51-54,29-22-24,52-60-53,26-24-23
13,59-56-55,25-30-25,56-60-57,25-28-26,59-53-56,25-30-25,59-59-55,29-29-24,52-52-53,26-21-23,60-57-52,24-21-22
14,59-55-56,27-27-22,59-57-56,25-27-25,59-54-55,27-27-24,59-58-54,26-30-23,60-59-52,24-30-22,58-58-51,28-22-21
15,53-52-53,25-28-21,57-58-53,27-24-22,53-51-52,26-28-21,52-57-53,24-21-22,54-60-51,28-29-21,09-01-10,33-39-40
16,51-51-53,22-25-30,53-56-52,25-23-21,51-52-51,22-28-30,60-56-52,30-22-21,09-07-10,33-38-40,09-02-09,33-40-39
17,56-60-52,30-26-27,51-55-51,22-22-30,56-59-60,30-27-29,54-53-59,33-39-38,07-08-07,33-37-39,01-09-06,37-37-36
18,54-57-51,36-38-36,57-54-58,30-28-27,54-60-57,35-36-36,10-02-08,31-40-37,01-06-06,37-32-36,09-10-05,35-37-35
19,10-06-10,35-32-35,54-53-57,36-35-36,10-07-06,36-35-35,07-01-07,37-37-36,09-05-05,35-31-35,06-07-04,40-36-34
20,05-05-09,35-39-34,10-02-06,35-36-35,05-04-05,35-34-34,01-04-04,35-38-33,01-04-02,40-40-34,04-08-01,38-35-31
21,09-04-08,35-40-33,05-01-05,35*33-34,09-01-04,35-33-33,09-03-03,31-35-32,04-03-01,38-32-31,10-05-10,34-34-40
22,09-03-07,31-37-32,09-10-04,35-34-33,09-02-03,31-32-32,01-02-02,36-34-31,10-02-10,34-39-40,09-04-09,39-33-39
23,01-02-06,36-38-31,09-09-03,31-31-32,01-09-02,36-31-31,10-01-01,34-31-40,09-01-09,39-40-39,09-01-08,33-32-38
24,10-01-05,34-35-40,01-08-02,36-32-31,10-10-01,34-40-40,09-10-10,39-32-39,09-10-08,33-37-38,09-02-07,33-31-37
25,10-10-04,39-36-39,10-07-01,34-39-40,10-07-10,40-39-39,10-09-09,33-39-38,09-09-07,33-38-37,15-19-16,45-50-46
26,09-09-03,33-33-38,08-06-10,39-40-39,09-08-09,33-36-38,09-08-08,33-40-37,15-18-16,45-45-46,20-20-15,44-49-45
27,09-08-02,33-34-37,09-05-09,33-37-38,09-05-08,33-35-37,09-07-07,45-47-46,20-17-15,44-46-45,18-17-14,44-48-44
28,09-07-01,45-41-46,09-04-08,33-38-37,09-06-07,45-44-46,15-16-16,44-48-45,18-16-14,44-43-44,13-18-13,43-47-43
29,15-16-20,,09-03-07,45-45-46,15-13-16,44-43-45,20-15-15,42-45-44,13-15-13,43-44-43,17-15-12,43-46-42
30,20-15-19,,15-12-16,44-46-45,20-14-15,42-42-44,18-14-14,43-46-43,17-14-12,43-41-42,17-16-11,43-45-41
31,18-14-18,,20-11-15,,18-11-14,,14-13-13,43-43-42,,43-42-41,,49-44-50
