日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,17-13-11,43-42-50,18-19-14,43-49-43,13-14-13,43-49-42,17-20-12,43-41-41,19-11-20,49-42-50,18-20-19,44-44-49
2,17-16-20,43-41-49,13-20-13,43-48-42,17-11-12,43-50-41,17-19-11,49-50-50,18-12-19,44-41-49,16-17-18,42-41-48
3,17-15-19,49-50-48,17-17-12,43-47-41,17-12-11,49-47-50,19-18-20,44-49-49,16-19-18,42-50-48,17-18-17,47-42-47
4,19-14-18,50-50-47,17-18-11,49-46-50,19-19-20,44-48-49,18-17-19,42-48-48,17-20-17,47-49-47,27-25-26,51-59-56
5,18-13-17,41-47-46,19-15-20,50-45-47,18-20-19,42-45-48,16-16-18,48-47-47,27-27-26,51-58-56,27-26-25,51-60-55
6,15-12-15,41-48-45,20-16-17,41-44-46,15-17-16,41-46-45,17-15-17,51-56-56,27-28-25,51-57-55,23-23-24,53-57-54
7,15-11-16,55-55-54,15-13-16,41-43-45,15-18-15,55-53-54,25-24-24,51-55-55,23-25-24,53-56-54,28-24-23,54-58-51
8,25-30-23,52-56-53,15-14-15,55-52-54,25-25-24,52-54-53,28-23-23,60-53-52,24-26-21,54-55-51,25-21-30,59-55-60
9,28-29-24,60-53-52,25-21-24,52-51-53,28-26-23,60-51-52,26-22-22,54-54-51,25-23-30,59-54-60,25-22-29,59-56-59
10,26-28-21,54-54-51,28-22-23,60-60-52,26-23-22,54-52-51,24-21-21,59-51-60,25-24-29,59-53-59,29-29-28,59-53-58
11,24-27-22,59-51-60,26-29-22,54-59-51,24-24-21,59-59-60,25-30-30,59-52-59,29-21-28,59-52-58,26-30-27,52-54-57
12,25-26-29,59-60-59,24-30-21,59-58-60,25-21-30,59-60-59,25-29-29,59-59-58,26-22-27,52-51-57,24-27-26,60-51-56
13,25-25-30,53-57-58,25-27-30,59-57-59,25-22-29,59-57-58,29-28-28,52-60-57,24-29-26,60-60-56,28-28-25,58-52-55
14,27-24-27,52-58-55,25-28-29,53-55-58,27-21-28,52-58-57,26-27-27,60-57-56,28-30-25,58-59-55,33-35-34,09-09-04
15,26-23-28,56-55-54,27-25-28,52-53-55,26-22-27,60-55-56,24-26-26,58-58-55,33-37-34,09-08-04,33-36-33,09-10-03
16,22-30-25,54-56-53,26-26-25,56-52-54,22-29-24,54-56-53,30-25-25,09-09-04,33-38-33,09-07-03,37-39-32,01-07-02
17,30-29-27,10-03-06,22-24-24,54-51-53,30-30-23,10-06-02,33-32-32,09-10-03,37-35-32,01-06-02,36-40-31,10-08-09
18,36-38-36,05-04-05,30-23-23,10-05-06,36-37-32,07-05-01,32-31-31,01-07-10,36-36-39,10-01-09,40-37-38,06-06-08
19,36-35-35,09-09-04,36-32-36,05-06-05,35-38-35,01-04-04,37-40-40,09-08-09,40-34-38,06-10-08,38-38-37,04-05-07
20,37-34-34,09-10-03,35-31-35,09-03-04,37-35-34,09-03-03,35-33-33,06-05-08,38-33-37,04-09-07,34-35-36,10-04-10
21,35-33-33,01-07-02,35-40-34,09-04-03,35-32-33,01-02-02,31-32-32,04-06-01,34-32-40,10-09-10,39-36-39,09-03-09
22,31-32-32,10-08-01,35-39-33,01-01-02,31-39-32,10-01-01,36-31-31,10-03-10,39-31-39,09-10-09,35-33-38,09-02-08
23,36-31-31,10-05-10,31-38-32,10-02-01,36-40-31,09-10-10,34-40-40,09-02-09,33-40-38,09-07-08,33-32-37,09-01-07
24,34-40-40,09-06-09,36-37-31,10-09-10,34-37-40,10-09-09,40-39-39,09-09-08,33-39-37,09-08-07,45-49-46,15-20-16
25,40-39-39,09-03-08,34-36-40,09-10-09,39-38-39,09-08-08,33-38-38,09-10-07,45-48-46,15-15-16,44-50-45,20-19-15
26,33-38-38,09-04-07,39-35-39,09-07-08,33-35-38,09-07-07,33-37-37,15-17-16,44-47-45,20-16-15,44-47-44,18-18-14
27,33-37-35,15-11-16,33-34-38,09-08-07,33-36-37,15-14-16,45-46-46,20-18-15,44-46-44,18-13-14,43-48-43,13-17-13
28,45-46-44,20-12-15,33-33-37,15-15-16,45-43-46,20-13-15,44-45-45,18-15-14,43-45-43,13-14-13,43-45-42,17-16-12
29,44-45-43,,45-42-46,20-16-15,44-44-45,18-12-14,42-44-44,13-16-13,43-42-42,17-11-12,43-46-41,17-15-11
30,42-44-42,,44-41-45,18-13-14,42-41-44,13-11-13,44-43-43,17-13-12,43-43-41,17-12-11,49-43-50,19-14-20
31,43-43-41,,42-50-44,,43-42-43,,43-42-42,17-14-11,,19-19-20,,18-13-19
