日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,09-08-01,35-33-32,05-02-03,35-40-32,09-03-02,35-32-31,09-01-01,31-32-40,10-04-09,36-33-39,08-09-08,34-33-38
2,09-07-02,31-32-39,09-09-02,35-39-31,09-04-01,31-39-40,01-10-10,36-31-39,08-01-08,34-32-38,09-10-07,39-34-37
3,01-06-09,36-31-40,09-10-01,31-38-40,01-01-10,36-40-39,10-09-09,34-40-38,09-02-07,39-31-37,09-07-06,33-31-36
4,10-05-10,33-39-37,01-07-10,36-37-39,10-02-09,34-37-38,07-08-08,39-39-37,09-09-06,33-40-36,09-08-05,33-32-35
5,07-04-09,33-40-38,02-02-10,33-36-37,08-09-08,39-38-37,09-07-07,33-38-36,09-10-05,33-39-35,15-15-14,45-49-44
6,07-03-10,37-37-35,07-05-07,33-35-38,07-10-08,37-35-35,09-06-06,33-37-35,15-17-14,45-48-44,20-16-13,44-50-43
7,07-02-07,34-38-36,07-06-08,37-34-35,07-07-05,34-36-36,10-05-06,45-46-44,20-18-13,44-47-43,18-13-12,41-47-41
8,10-01-08,42-45-43,07-03-05,34-33-36,10-08-06,42-43-43,18-14-13,46-46-44,17-15-11,41-46-41,17-14-12,41-48-42
9,18-20-15,46-46-44,10-04-06,42-42-43,18-15-13,46-44-44,16-13-14,41-43-41,17-16-12,41-45-42,11-11-19,41-45-49
10,16-19-16,41-43-41,18-11-13,46-41-44,16-16-14,42-41-41,17-12-11,41-44-42,11-13-19,41-44-49,18-12-20,44-46-50
11,17-18-13,41-44-42,16-12-14,41-50-41,17-13-11,41-42-42,17-11-12,41-41-49,18-14-20,44-43-50,16-19-17,42-43-47
12,17-17-14,45-49-49,17-19-11,41-49-42,17-14-12,41-49-49,11-20-19,44-42-50,16-11-17,42-42-47,20-20-18,50-44-48
13,19-16-13,44-50-50,17-20-12,45-48-49,11-11-19,44-50-50,18-19-20,42-49-47,20-12-18,50-41-48,15-17-15,41-41-45
14,18-15-14,48-47-47,19-17-19,44-47-50,18-14-20,42-47-47,16-18-17,50-50-48,15-19-15,41-50-45,15-18-16,41-42-46
15,14-12-11,46-48-49,18-18-20,48-44-47,16-11-17,46-48-48,12-17-18,41-47-45,15-20-16,41-49-46,25-25-23,53-59-53
16,12-11-12,42-45-48,14-15-17,46-43-49,12-12-18,41-45-45,15-16-15,41-42-46,29-27-23,53-58-53,28-22-24,52-60-54
17,18-20-19,47-46-47,12-15-19,42-42-48,18-19-18,49-47-47,13-13-16,53-59-53,28-28-24,52-57-54,26-29-21,58-27-51
18,17-17-20,53-53-56,18-14-18,47-48-47,43-20-17,53-56-56,29-22-26,52-60-54,22-25-21,58-52-51,30-30-22,56-57-53
19,29-26-27,51-52-55,17-13-17,53-55-56,29-27-26,51-55-55,27-21-25,58-57-54,30-25-23,56-51-53,26-27-22,52-56-52
20,27-25-24,53-59-54,29-22-26,51-56-55,27-28-25,53-54-54,23-24-24,56-58-53,26-24-22,52-60-52,23-28-21,51-55-51
21,23-24-21,52-60-53,27-21-25,53-53-54,23-21-24,52-53-53,30-23-23,52-55-52,21-23-21,51-52-51,27-25-30,53-54-60
22,28-23-22,52-57-52,23-30-24,52-54-53,28-22-23,51-52-52,26-22-22,51-56-51,27-22-30,53-59-60,25-26-29,51-53-59
23,26-22-29,51-58-51,28-29-23,52-51-52,26-29-22,52-51-51,22-21-21,51-51-60,25-21-29,51-60-59,27-21-28,57-52-58
24,21-21-30,51-55-60,26-28-22,51-52-51,21-30-21,51-60-60,25-30-30,51-52-59,27-30-28,57-57-58,26-22-27,52-51-57
25,25-30-27,51-56-57,21-27-21,51-59-60,25-27-30,51-59-59,25-29-29,57-59-58,26-29-27,52-58-57,36-39-36,10-10-06
26,25-29-28,57-53-56,25-26-30,51-60-57,25-28-29,57-58-58,27-28-28,52-60-57,36-38-36,10-05-06,35-40-35,05-09-05
27,27-28-25,52-54-55,25-25-27,57-57-56,27-25-26,52-55-55,26-27-27,10-07-06,35-37-35,05-06-05,35-37-34,09-08-04
28,26-27-26,10-01-04,27-24-26,52-58-55,26-26-25,10-04-04,34-36-34,05-08-05,35-36-34,09-03-04,35-38-31,09-07-01
29,34-36-33,,26-23-25,10-05-04,34-33-34,05-03-03,35-35-33,09-05-02,35-35-31,09-04-01,31-35-40,01-06-10
30,35-35-34,,34-32-34,05-06-03,35-34-33,09-02-02,35-34-32,09-06-01,31-34-40,01-01-10,36-36-39,10-05-09
31,35-34-31,,35-31-33,,35-31-32,,35-33-31,01-03-10,,10-02-09,,08-04-08
