日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,08-04-10,40-39-39,08-05-01,39-35-32,09-10-02,33-35-39,09-06-09,33-37-40,15-17-17,45-48-47,20-16-18,44-50-48
2,09-03-09,33-38-38,09-06-02,33-34-39,09-07-09,33-36-40,09-05-10,45-46-47,20-18-18,44-47-48,18-13-15,42-47-45
3,09-02-08,33-37-37,09-03-09,33-33-40,09-08-10,45-43-47,15-14-17,44-45-48,18-15-15,42-46-45,13-14-16,43-48-46
4,09-01-07,45-46-46,09-04-10,45-42-47,15-15-17,44-44-48,20-13-18,42-44-45,13-16-16,43-45-46,17-11-13,43-45-43
5,15-20-16,45-46-46,18-11-15,46-41-46,17-16-16,42-41-45,18-12-15,43-43-46,17-13-13,43-44-43,17-12-14,43-46-44
6,16-19-13,41-43-43,16-12-16,41-50-43,17-13-13,41-42-44,13-11-16,43-42-43,17-14-14,43-43-44,19-19-11,49-43-41
7,17-18-12,41-44-44,17-19-13,41-49-44,17-14-14,41-49-41,11-20-11,44-42-42,16-11-19,49-42-41,19-20-20,50-44-50
8,17-17-11,42-41-41,17-20-14,41-48-41,12-11-11,44-50-42,18-19-12,42-49-49,20-12-20,50-41-50,15-17-17,41-41-47
9,11-16-20,44-42-42,11-17-11,44-47-42,18-12-12,42-47-49,16-18-19,49-50-50,15-19-17,41-50-47,15-18-18,41-42-48
10,18-15-19,42-49-49,18-18-12,42-46-49,16-19-19,50-48-50,20-17-20,41-47-47,15-20-18,41-49-48,26-25-25,55-59-55
11,16-14-18,49-50-50,16-15-19,50-45-50,19-20-20,41-45-47,15-16-17,41-48-48,25-27-25,55-58-55,28-26-26,52-60-56
12,20-13-17,41-47-47,20-16-20,41-44-47,15-17-17,41-46-48,15-15-18,56-55-55,28-28-26,52-57-56,26-23-23,60-57-53
13,15-12-16,41-46-42,15-13-11,41-43-42,15-20-12,55-53-55,25-24-25,52-56-56,26-25-23,60-56-53,23-24-24,54-58-54
14,15-11-15,53-53-59,15-14-12,53-52-59,29-27-29,52-54-60,28-23-26,60-53-53,24-26-24,54-55-54,27-21-21,59-55-51
15,29-30-24,52-54-60,29-21-29,52-59-60,28-28-30,60-51-57,26-22-27,56-58-58,25-23-25,59-54-51,25-28-26,59-56-56
16,28-27-21,58-51-57,27-21-30,58-58-57,22-25-27,56-52-58,30-21-28,59-55-55,25-24-26,59-53-56,27-25-23,54-53-53
17,22-26-30,56-52-58,22-30-27,56-57-58,30-26-28,52-52-55,25-28-25,55-56-56,27-21-23,53-52-53,26-26-24,52-54-54
18,30-25-29,52-59-55,30-29-28,52-51-55,26-23-25,57-51-56,23-27-26,54-53-53,25-21-24,52-57-54,22-23-21,56-52-51
19,26-22-22,51-60-56,26-28-25,51-52-56,21-24-26,53-60-53,27-26-23,51-54-54,22-30-21,56-56-51,30-24-22,54-51-52
20,22-21-21,51-55-51,21-27-24,51-59-51,25-27-21,51-59-54,25-29-24,57-51-51,30-29-22,54-55-52,36-31-39,10-10-09
21,25-30-30,51-56-52,25-26-21,51-60-52,25-28-22,57-58-59,27-28-21,54-52-52,36-38-39,10-05-09,35-32-40,05-09-10
22,25-29-29,57-53-59,25-25-22,57-57-59,27-25-29,52-57-60,26-27-30,10-07-07,35-37-38,05-06-10,35-37-35,09-08-05
23,27-28-28,52-54-60,27-24-29,52-58-60,26-26-30,10-06-07,36-36-37,05-08-08,35-36-35,09-03-05,35-38-36,09-07-06
24,26-27-27,10-01-07,26-23-30,10-05-07,36-33-37,05-05-08,35-35-38,09-05-05,35-35-36,09-04-06,31-35-33,01-06-03
25,35-36-36,05-02-08,36-32-37,05-06-08,35-34-38,09-04-05,35-34-35,09-06-06,31-34-33,01-01-03,36-36-34,10-05-04
26,36-35-35,09-09-05,35-31-38,09-03-05,35-31-35,09-03-06,35-33-36,01-03-03,36-33-34,10-02-04,34-33-31,10-04-01
27,35-34-34,09-10-06,35-40-35,09-04-06,35-32-36,01-10-03,31-32-33,10-04-04,34-32-31,10-09-01,39-34-32,09-03-02
28,35-33-33,01-07-03,35-39-35,01-01-03,31-39-33,10-09-04,36-31-34,08-01-01,39-31-32,09-10-02,33-31-39,09-02-09
29,31-32-32,10-08-04,31-38-33,10-02-04,36-40-34,08-08-01,34-40-31,09-02-02,33-40-39,09-07-09,33-32-40,09-01-10
30,36-31-31,,36-37-34,08-09-01,34-37-31,09-07-02,39-39-32,10-09-09,33-39-40,09-08-10,45-49-47,15-20-17
31,34-40-40,,34-36-31,,39-38-32,,33-38-39,09-10-10,,15-15-17,,20-19-18
