日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,51-59-56,23-24-23,51-51-53,27-21-24,51-56-54,23-21-21,53-52-51,28-23-22,60-53-57,26-24-29,51-52-60,21-26-30
2,53-58-53,28-23-24,51-52-54,23-30-21,53-53-51,28-22-22,52-51-52,26-22-29,51-54-60,21-23-30,51-59-57,25-23-27
3,52-57-54,26-22-21,53-59-51,28-29-22,52-54-52,26-29-29,60-60-59,21-21-30,51-51-57,25-22-27,51-60-58,25-24-28
4,60-56-51,25-22-22,52-60-52,26-28-29,60-51-59,21-30-30,51-59-60,25-30-27,51-52-58,25-21-28,57-57-55,27-21-25
5,59-55-57,30-29-29,60-57-59,25-27-22,51-52-60,25-27-27,51-58-57,25-29-28,57-59-55,27-30-25,52-58-56,26-22-26
6,59-54-56,26-30-30,59-58-52,29-26-29,60-59-59,26-28-30,51-57-58,27-28-25,52-60-56,26-29-26,10-05-03,34-39-33
7,52-53-55,24-27-27,59-55-59,26-25-30,52-60-60,24-25-27,60-56-57,26-27-26,10-07-03,34-38-33,05-06-04,33-40-36
8,60-52-54,27-28-28,52-56-60,24-24-27,56-57-57,28-26-28,58-55-58,36-35-35,09-08-06,33-37-36,04-03-03,33-37-33
9,58-51-53,33-35-35,60-53-57,28-23-28,57-58-58,33-33-35,09-04-05,35-36-36,03-05-03,33-36-33,10-04-04,36-38-34
10,09-10-02,33-36-36,58-54-58,33-32-35,09-05-05,33-34-36,09-03-06,34-33-33,10-06-04,36-35-34,08-01-01,34-35-31
11,09-09-01,34-33-33,09-01-05,33-31-36,09-06-06,33-31-33,03-02-03,36-34-34,08-03-01,34-34-31,01-02-02,32-36-32
12,03-08-10,36-32-36,09-02-06,33-40-33,04-03-03,36-32-34,10-01-04,34-31-31,02-04-02,32-33-32,07-09-09,33-33-39
13,10-07-09,34-39-33,03-09-03,36-39-36,10-04-04,34-39-31,08-10-01,31-32-32,07-01-09,33-32-39,07-10-10,33-34-40
14,08-06-08,38-40-34,10-10-06,34-38-33,08-03-03,38-40-34,02-09-02,33-39-39,07-02-10,33-31-40,08-07-07,37-31-37
15,04-03-05,34-37-31,08-07-03,38-35-34,03-04-04,33-37-31,07-08-01,33-40-40,07-09-07,37-40-37,10-04-10,34-32-40
16,10-02-04,31-38-32,04-08-04,34-34-31,07-01-01,31-38-32,07-07-02,35-31-39,09-10-10,34-39-40,18-11-17,42-49-47
17,05-01-03,35-35-39,10-06-01,31-33-32,05-02-02,35-38-39,01-04-09,34-32-40,18-17-17,42-48-47,12-12-18,48-50-48
18,01-08-07,33-36-40,05-05-02,35-37-39,01-09-09,43-47-40,09-03-10,50-49-47,12-18-18,48-43-48,17-19-15,44-48-45
19,09-07-08,45-41-43,01-04-09,33-38-40,09-10-10,45-46-47,14-12-17,48-50-48,18-16-15,44-42-45,15-20-16,49-47-46
20,15-16-15,44-42-44,09-03-10,45-45-43,15-17-17,48-45-48,12-15-18,44-47-45,15-15-16,49-41-46,19-17-13,45-46-43
21,20-15-16,44-49-41,15-12-13,44-46-44,20-14-14,44-44-41,18-14-15,43-48-46,19-14-13,45-41-43,17-18-14,43-45-44
22,18-14-13,43-50-42,20-11-14,44-43-41,18-11-11,43-43-42,13-13-12,45-45-43,17-13-14,43-42-44,19-15-11,49-44-47
23,13-13-14,43-47-49,18-20-11,43-44-42,13-12-12,43-42-49,17-12-19,43-44-50,19-12-17,49-49-47,18-14-18,44-43-48
24,17-12-11,43-48-50,13-19-12,43-41-49,17-19-19,43-41-50,17-11-20,49-41-47,18-11-18,44-50-48,18-11-15,42-42-45
25,17-11-12,49-45-47,17-18-19,43-42-50,17-20-20,49-50-47,19-20-17,44-42-48,18-20-15,42-47-45,17-12-16,47-41-46
26,19-20-19,44-46-48,17-17-20,49-49-47,19-17-17,44-49-48,18-19-18,42-49-45,17-19-16,47-48-46,27-29-23,51-60-53
27,18-19-20,42-43-45,19-16-17,44-50-48,17-18-18,42-46-45,18-18-15,47-50-46,27-28-23,51-55-53,27-30-24,51-59-54
28,16-18-17,47-44-46,18-15-18,42-47-45,16-15-15,47-45-46,17-17-16,51-57-53,27-27-24,51-56-54,23-27-21,53-58-51
29,17-17-18,,16-14-15,47-48-46,17-16-16,51-54-53,27-26-23,51-58-54,23-26-21,53-53-51,28-28-22,52-57-52
30,27-26-25,,17-13-16,51-55-53,27-23-23,51-53-54,27-25-24,53-55-51,28-25-22,52-54-52,26-25-29,60-56-59
31,27-25-26,,27-22-23,,27-24-24,,23-24-21,52-56-52,,60-51-59,,51-55-60
