日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,28-27-25,60-52-54,23-29-23,52-59-54,28-24-24,60-59-51,26-30-21,51-51-52,25-21-29,51-52-59,25-30-30,51-54-60
2,26-26-24,51-51-53,28-30-24,60-58-51,26-21-21,51-60-52,21-29-22,51-60-59,25-22-30,51-51-60,28-27-27,57-51-57
3,21-25-23,51-60-52,26-27-21,51-57-52,21-22-22,51-57-59,25-28-29,51-59-60,27-29-27,57-60-57,26-28-28,52-52-58
4,25-24-22,52-60-51,28-21-22,51-56-59,25-29-29,51-58-60,25-27-30,57-58-57,26-30-28,52-59-58,34-35-35,10-09-05
5,26-23-22,60-57-60,29-29-22,52-55-51,25-30-30,57-55-57,27-26-27,52-57-58,34-37-35,10-08-05,35-36-36,05-10-06
6,24-22-29,58-58-59,26-26-21,60-54-60,24-27-30,58-56-59,26-25-28,10-06-05,35-38-36,05-07-06,35-33-33,09-07-03
7,28-21-30,09-05-08,24-23-30,58-53-59,28-28-29,09-03-08,33-34-38,05-05-06,35-35-33,09-06-03,35-34-34,10-08-05
8,33-40-37,09-06-07,28-24-29,09-02-08,33-35-38,09-04-07,33-33-37,03-03-06,36-36-35,10-05-05,34-31-34,08-05-04
9,33-39-38,03-03-06,33-31-38,09-01-07,33-36-37,03-01-06,33-32-36,10-04-05,34-33-34,08-04-04,32-32-33,02-06-03
10,33-38-35,10-04-05,33-32-37,03-10-06,33-33-36,10-02-05,36-31-35,08-01-04,32-34-33,02-03-03,33-39-32,07-03-02
11,36-37-36,08-01-04,33-39-36,10-09-05,36-34-35,08-09-04,34-40-34,02-02-03,33-31-32,07-02-02,33-40-31,07-04-01
12,34-36-33,04-10-03,36-40-35,08-08-04,34-31-34,02-10-03,32-39-33,07-09-02,33-32-31,07-01-01,37-37-40,07-01-10
13,38-35-34,07-07-02,34-37-34,04-07-03,32-32-33,07-07-02,33-38-32,07-10-01,37-39-40,07-10-10,34-38-39,10-02-09
14,33-34-31,05-08-07,38-38-33,07-06-02,33-31-32,07-08-01,33-37-31,07-07-10,34-40-39,10-09-09,42-45-48,18-19-18
15,31-31-32,01-05-06,33-35-32,05-03-07,33-32-31,01-05-10,35-36-40,10-08-09,42-47-48,17-18-18,46-46-47,12-20-17
16,35-40-40,09-06-05,31-36-37,01-02-06,35-39-36,10-06-05,34-35-39,18-19-18,48-48-47,12-17-17,41-49-46,17-17-16
17,33-39-39,15-13-15,35-34-36,09-01-05,33-40-35,14-16-14,50-42-44,12-20-17,41-45-46,17-16-16,41-50-45,15-18-11
18,45-46-48,12-14-16,33-33-35,16-15-15,50-47-44,12-15-13,48-41-43,17-17-12,49-46-41,15-11-11,45-47-50,19-16-20
19,48-45-47,18-19-13,45-42-45,12-16-16,48-48-46,18-14-13,44-50-42,15-18-11,45-44-50,19-20-20,43-48-49,17-15-19
20,44-44-46,13-20-14,48-41-46,18-13-13,44-45-43,13-13-14,43-43-44,19-15-20,43-43-49,17-19-19,48-45-48,19-14-19
21,43-43-45,17-17-11,44-50-43,13-14-14,43-42-44,17-12-11,45-42-41,17-16-12,49-42-49,20-19-19,46-46-50,12-13-20
22,43-42-44,17-18-12,43-49-44,17-11-11,43-49-41,17-11-12,43-41-42,19-13-19,46-41-50,12-20-20,42-43-47,18-12-17
23,43-41-43,19-15-19,43-48-41,17-12-12,43-50-42,19-20-19,49-50-49,18-12-20,42-50-47,18-17-17,47-42-48,17-11-18
24,49-50-42,18-16-20,43-47-42,20-19-19,49-47-49,18-19-20,44-49-50,18-19-17,47-49-48,17-18-18,51-59-55,27-30-25
25,44-49-41,16-13-17,49-46-49,18-20-20,44-48-50,18-18-17,42-48-47,17-20-18,51-58-55,27-25-25,51-60-56,27-29-26
26,42-48-50,17-14-18,44-45-50,16-17-17,42-45-47,17-17-18,47-47-48,27-27-25,51-57-56,27-26-26,53-57-53,23-28-23
27,47-47-49,27-21-25,42-44-47,17-18-18,47-46-48,27-24-25,51-56-55,27-28-26,53-56-53,24-23-23,52-58-54,28-27-24
28,51-56-58,27-22-26,47-43-48,27-25-25,51-53-55,27-23-26,51-55-56,23-25-23,52-55-54,28-24-24,52-55-51,26-26-21
29,51-55-57,,51-52-55,27-26-26,51-54-56,23-22-23,53-54-53,28-26-24,60-54-51,26-21-21,51-56-52,21-25-22
30,53-54-56,,51-51-56,24-23-23,53-51-53,28-21-24,52-53-54,26-23-21,51-53-52,21-22-22,51-53-59,25-24-29
31,52-53-55,,53-60-53,,52-52-54,,60-52-51,21-24-22,,25-29-29,,25-23-30
