日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,44-49-45,18-14-14,45-41-41,20-11-12,44-46-42,18-11-19,42-42-49,13-13-20,43-43-47,17-14-17,43-42-48,17-16-18
2,42-48-44,14-13-13,44-42-42,18-20-19,42-43-49,13-12-20,43-41-50,17-12-17,43-44-48,17-13-18,49-49-45,19-13-15
3,43-47-43,17-12-12,42-49-49,13-19-20,43-44-50,17-19-17,43-50-47,17-11-18,49-41-45,19-12-15,44-50-46,18-14-16
4,43-46-42,18-12-12,43-50-50,17-18-17,43-41-47,17-20-18,43-49-48,19-20-15,44-42-46,18-11-16,42-47-43,16-11-13
5,43-45-41,16-19-19,42-41-41,18-17-12,43-42-48,19-17-15,49-48-45,18-19-16,42-49-43,16-20-13,47-48-44,17-12-14
6,42-44-44,19-20-20,44-48-42,16-16-19,42-49-49,20-18-20,44-47-46,16-18-13,47-50-44,17-19-14,51-55-51,27-29-21
7,50-43-43,15-17-17,42-45-49,20-15-20,49-50-50,15-15-17,41-46-47,17-17-14,51-57-51,27-28-21,51-56-52,28-30-26
8,41-42-42,15-18-18,50-46-50,15-14-17,41-47-47,15-16-18,41-45-48,26-25-25,52-58-56,28-27-26,60-53-53,26-27-23
9,42-41-41,26-25-25,41-43-47,15-13-18,41-48-48,25-23-25,55-54-55,28-26-26,60-55-53,26-26-23,53-54-54,24-28-24
10,55-60-60,28-26-26,41-44-48,25-22-25,56-55-55,28-24-26,52-53-56,26-23-23,54-56-54,24-25-24,59-51-51,25-25-21
11,52-59-59,26-23-23,55-51-55,28-21-26,52-56-56,26-21-23,60-52-53,23-24-24,59-53-51,25-24-21,59-52-52,25-26-22
12,60-58-58,30-22-22,52-52-56,26-30-23,60-53-53,24-22-24,54-51-54,25-21-21,59-54-52,25-23-22,60-59-59,29-23-23
13,54-57-57,25-29-29,60-59-53,30-29-22,53-54-54,25-29-21,59-60-51,25-22-22,59-51-59,29-22-29,52-60-60,26-24-30
14,59-56-56,23-30-30,56-60-52,25-28-29,59-53-59,25-30-30,59-59-52,30-29-29,52-52-60,26-21-30,60-57-57,24-21-27
15,59-55-55,28-27-27,59-57-59,23-25-30,59-54-60,28-27-27,53-58-57,26-30-30,60-59-57,24-30-27,57-58-58,30-22-26
16,53-52-52,25-28-28,57-58-60,27-24-27,53-51-57,26-28-28,52-57-58,24-21-25,54-60-56,30-29-26,09-01-03,33-39-33
17,52-51-51,27-25-25,53-56-57,25-23-28,51-52-58,22-28-25,56-54-55,30-22-26,09-07-03,33-38-33,09-02-04,31-40-34
18,56-60-60,30-26-26,51-55-58,27-27-25,56-59-55,30-27-26,54-53-56,33-39-33,07-08-04,31-33-34,01-09-01,37-38-31
19,54-57-57,36-31-31,57-54-55,30-28-26,54-60-56,36-36-33,10-02-03,31-40-34,01-06-01,37-32-31,09-10-02,35-37-32
20,10-06-06,35-32-32,54-53-56,36-35-31,10-07-03,35-35-34,05-05-04,37-37-31,09-05-02,35-31-32,06-07-09,31-36-39
21,06-05-05,35-39-39,10-02-01,35-36-32,05-04-02,35-34-39,01-04-01,35-38-32,01-04-09,31-31-39,04-08-10,38-35-40
22,09-04-04,35-40-40,05-01-02,35-33-39,09-01-09,35-33-40,09-03-10,31-35-39,04-03-10,38-32-40,10-05-07,34-34-35
23,09-03-03,31-37-37,09-10-09,35-34-40,09-02-10,31-32-37,01-02-07,36-34-38,10-02-05,34-39-35,09-04-06,39-33-36
24,01-02-02,36-38-38,09-09-10,31-31-37,01-09-07,36-31-38,10-01-08,34-31-35,09-01-06,39-40-36,09-01-03,33-32-33
25,10-01-01,34-35-35,01-08-07,36-32-38,10-10-08,34-40-35,10-10-05,39-32-36,09-10-03,33-37-33,09-02-04,33-31-34
26,09-10-10,39-36-36,10-07-08,34-39-35,10-07-05,39-39-36,09-09-06,33-39-33,09-09-04,33-38-34,15-19-11,45-50-41
27,10-09-09,34-33-33,08-06-05,39-40-36,09-08-06,33-36-33,09-08-03,33-40-34,15-18-11,45-45-41,20-20-12,44-49-42
28,09-08-08,33-34-34,09-05-06,33-37-33,09-05-03,33-35-34,09-07-04,45-47-41,20-17-12,44-46-42,18-17-19,42-48-49
29,09-07-07,,09-04-03,33-38-34,09-06-04,45-44-41,15-16-11,44-48-42,18-16-19,42-43-49,13-18-20,43-47-50
30,15-16-20,,09-03-04,45-45-41,15-13-11,44-43-42,20-15-12,42-45-49,13-15-20,43-44-50,17-15-17,43-46-47
31,20-15-15,,15-12-11,,20-14-12,,18-14-19,43-46-50,,43-41-47,,43-45-48
