日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,09-07-04,31-32-31,09-09-01,35-39-32,09-04-02,31-39-39,01-10-09,36-31-40,08-01-07,34-32-37,09-10-08,39-34-38
2,01-06-01,36-31-32,09-10-02,31-38-39,01-01-09,36-40-40,10-09-10,34-40-37,09-02-08,39-31-38,09-07-05,33-31-35
3,10-05-02,34-40-39,01-07-09,36-37-40,10-02-10,34-37-37,08-08-07,39-39-38,09-09-05,33-40-35,09-08-06,33-32-36
4,08-04-09,33-40-40,10-08-10,34-36-37,08-09-07,39-38-38,09-07-08,33-38-35,09-10-06,33-39-36,15-15-13,45-49-43
5,07-03-05,38-37-37,07-05-09,33-35-40,07-10-10,37-35-37,09-06-05,33-37-36,15-17-13,45-48-43,20-16-14,44-50-44
6,07-02-04,34-38-38,07-06-10,37-34-37,08-07-07,34-36-38,10-06-08,45-46-43,20-18-14,44-47-44,18-13-11,42-47-41
7,10-01-03,42-45-45,07-03-07,34-33-38,10-08-08,42-43-45,18-14-15,45-46-46,17-15-13,42-46-41,17-14-14,41-48-44
8,18-20-12,45-46-46,10-04-08,42-42-45,18-15-15,46-44-46,16-13-16,41-43-43,17-16-14,41-45-44,12-11-11,41-45-41
9,16-19-11,41-43-43,18-11-15,46-41-46,15-16-16,41-41-43,17-12-13,41-44-44,11-13-11,41-44-41,18-12-12,44-46-42
10,17-18-20,41-44-44,16-12-16,41-50-43,17-13-13,41-42-44,17-11-14,42-41-41,18-14-12,44-43-42,16-19-19,42-43-49
11,17-17-19,42-41-41,17-19-13,41-49-44,17-14-14,41-49-41,11-20-11,44-42-42,16-11-19,42-42-49,19-20-20,50-44-50
12,11-16-18,44-50-44,17-20-14,41-48-41,12-11-11,44-50-42,18-19-12,42-49-49,20-12-20,50-41-50,15-17-17,41-41-47
13,18-15-17,42-47-41,19-17-13,44-47-44,18-14-14,42-47-41,16-18-19,49-50-50,15-19-17,41-50-47,15-18-18,41-42-48
14,16-14-16,46-48-42,18-18-14,42-46-41,16-11-11,46-48-42,20-17-20,41-47-47,15-20-18,41-49-48,26-25-25,55-59-55
15,12-11-13,42-45-49,14-15-11,46-43-42,11-12-12,41-45-49,15-16-19,41-42-50,29-27-27,55-58-55,28-22-28,52-60-58
16,18-20-12,49-46-50,12-15-12,42-42-49,18-19-19,49-47-50,15-15-20,53-59-57,27-28-28,52-57-58,26-29-25,60-57-55
17,13-19-11,53-53-57,18-14-19,49-41-50,13-20-20,53-56-57,29-22-27,52-60-58,22-25-25,60-56-55,30-30-26,56-58-56
18,29-26-25,51-54-58,17-13-20,53-55-57,29-27-27,51-55-58,27-21-28,58-57-55,30-25-26,56-51-56,26-27-23,52-56-53
19,27-25-26,53-59-51,29-22-27,51-56-58,27-28-28,53-54-55,22-30-25,56-58-56,26-24-23,52-60-53,23-28-24,57-55-54
20,23-24-23,52-60-52,27-21-24,53-53-51,23-21-21,52-53-52,30-23-26,52-55-53,21-23-24,57-59-54,27-25-21,53-54-51
21,28-23-24,52-57-59,23-30-21,52-54-52,28-22-22,52-52-59,26-22-23,51-56-54,27-22-21,53-59-51,25-26-22,51-53-52
22,26-22-21,51-58-60,28-29-22,52-51-59,26-29-29,51-51-60,21-21-30,51-51-57,25-21-28,51-60-52,27-21-25,57-52-55
23,21-21-22,51-55-57,26-28-29,51-52-60,21-30-30,51-60-57,25-30-27,51-52-58,27-30-25,57-57-55,26-22-26,52-51-56
24,25-30-29,51-56-58,21-27-30,51-59-57,25-27-27,51-59-58,25-29-28,57-59-55,26-29-26,52-58-56,36-39-33,10-10-03
25,25-29-30,57-53-55,25-26-27,51-60-58,25-28-28,57-58-55,27-28-25,52-60-56,36-38-33,10-05-03,35-40-34,05-09-04
26,27-28-27,52-54-56,25-25-28,57-57-55,27-25-25,52-55-56,26-27-26,10-07-03,35-37-34,05-06-04,35-37-31,09-08-01
27,26-27-28,10-01-03,27-24-25,52-58-56,25-26-26,10-04-03,36-36-33,05-08-04,35-36-31,09-03-01,35-35-32,09-07-02
28,34-36-35,05-02-04,26-23-26,10-05-03,34-33-33,05-03-04,35-35-34,09-05-01,35-35-32,09-04-02,31-35-39,01-06-09
29,35-35-36,,34-32-33,05-06-04,35-34-34,09-02-01,35-34-31,09-06-02,31-34-39,01-01-09,36-36-40,10-05-10
30,35-34-33,,35-31-34,09-03-01,35-31-31,09-01-02,35-33-32,01-03-09,36-33-40,10-02-10,34-33-37,08-04-07
31,35-33-34,,35-40-31,,35-32-32,,31-32-39,10-04-10,,08-09-07,,09-03-08
