日/月,1,2,3,4,5,6,7,8,9,10,11,12
1,10-05-10,34-40-37,01-07-10,36-37-39,10-02-09,34-37-38,07-08-08,39-39-37,09-09-06,33-40-36,09-08-05,33-32-35
2,08-04-07,39-39-38,10-08-09,34-36-38,08-09-08,39-38-37,09-07-07,33-38-36,09-10-05,33-39-35,15-15-14,45-49-44
3,09-03-08,33-38-35,08-05-08,39-35-37,09-10-07,33-35-36,09-06-06,33-37-35,15-17-14,45-48-44,20-16-13,44-50-43
4,09-02-05,34-38-36,09-06-07,33-34-36,09-07-06,33-36-35,09-05-05,45-46-44,20-18-13,44-47-43,18-13-12,42-47-42
5,10-01-08,42-45-43,07-07-05,34-33-36,09-08-05,45-43-44,15-14-14,44-45-43,18-15-12,42-46-42,13-14-11,43-48-41
6,18-20-15,46-46-44,10-04-06,42-42-43,18-15-13,46-44-44,20-13-13,42-44-42,13-16-11,43-45-41,17-11-20,43-45-50
7,16-19-16,41-43-41,18-11-13,46-41-44,16-16-14,42-41-41,17-12-11,43-43-41,17-13-20,43-44-50,18-12-20,44-46-50
8,17-18-13,41-44-42,16-12-14,41-50-41,17-13-11,41-42-42,17-11-12,41-41-49,18-14-20,44-43-50,16-19-17,42-43-47
9,17-17-14,41-41-49,17-19-11,41-49-42,17-14-12,41-49-49,11-20-19,44-42-50,16-11-17,42-42-47,20-20-18,50-44-48
10,11-16-11,44-42-50,17-20-12,41-48-49,11-11-19,44-50-50,18-19-20,42-49-47,20-12-18,50-41-48,15-17-15,41-41-45
11,18-15-12,42-49-47,11-17-19,44-47-50,18-12-20,42-47-47,16-18-17,50-50-48,15-19-15,41-50-45,15-18-16,41-42-46
12,16-14-19,46-48-48,18-18-20,42-46-47,16-19-17,50-48-48,20-17-18,41-47-45,15-20-16,41-49-46,25-25-23,55-59-53
13,12-13-12,41-45-45,16-15-17,46-45-48,20-20-18,41-45-45,15-16-15,41-48-46,25-27-23,55-58-53,28-26-24,52-60-54
14,15-12-19,49-46-46,12-16-18,41-44-45,15-19-15,41-46-46,15-15-16,55-55-53,28-28-24,52-57-54,26-23-21,60-57-51
15,13-19-20,53-53-56,15-13-15,49-41-46,15-20-16,54-53-53,29-24-23,52-56-54,26-25-21,60-56-51,30-30-22,56-58-52
16,29-28-27,51-54-55,13-14-16,53-60-56,29-27-23,52-54-54,28-23-24,60-57-51,30-26-22,56-55-52,25-27-29,59-55-59
17,27-27-28,53-51-54,29-22-26,51-59-55,27-28-25,58-54-54,22-30-21,56-58-52,25-23-29,59-54-59,23-28-30,57-56-60
18,23-24-25,56-52-53,27-21-25,53-53-54,22-25-24,56-53-53,30-29-23,59-55-59,23-24-30,57-59-60,27-25-30,53-54-60
19,30-23-26,52-57-52,23-30-24,56-54-53,30-26-23,51-52-52,26-28-22,57-56-51,27-22-30,53-58-60,25-26-29,51-53-59
20,26-22-29,51-58-51,30-29-23,52-51-52,26-23-22,52-51-51,22-21-21,53-53-60,25-21-29,51-57-59,27-23-28,57-52-58
21,21-21-30,51-55-60,26-28-22,51-52-51,21-30-21,51-60-60,27-30-30,51-54-59,27-30-28,57-57-58,30-24-27,54-51-57
22,25-30-27,51-56-59,21-27-21,51-59-60,25-27-30,51-59-59,25-29-29,57-51-58,30-29-27,54-58-57,36-39-36,10-10-06
23,25-29-28,57-53-58,25-26-30,51-60-59,25-28-29,57-58-58,27-28-28,52-60-57,36-38-36,10-05-06,35-40-35,05-09-05
24,27-28-25,52-54-57,25-25-29,57-57-58,27-25-28,52-57-57,26-27-27,10-07-06,35-37-35,05-06-05,35-37-34,09-08-04
25,26-27-26,10-01-04,27-24-28,52-58-57,26-26-27,10-06-06,35-36-36,05-08-05,35-36-34,09-03-04,35-38-33,09-07-03
26,34-36-33,05-02-03,26-23-27,10-05-04,36-33-36,06-05-05,36-35-33,09-05-04,35-35-33,09-04-03,31-35-32,01-06-02
27,35-35-34,09-09-02,34-32-34,05-06-03,35-34-33,09-02-02,35-34-32,09-06-03,31-34-32,01-01-02,36-36-31,10-05-01
28,35-34-31,09-10-01,35-31-33,09-03-02,35-31-32,09-01-01,35-33-31,01-03-02,36-33-31,10-02-01,34-33-38,08-04-08
29,35-33-32,,35-40-32,09-04-01,35-32-31,01-10-10,31-32-40,10-04-09,34-32-38,08-09-08,39-34-37,09-03-07
30,31-32-39,,35-39-31,01-01-10,31-39-40,10-09-09,36-31-39,08-01-08,39-31-37,09-10-07,33-31-36,09-02-06
31,36-31-40,,31-38-40,,36-40-39,,34-40-38,09-02-07,,09-07-06,,09-01-05
